Entry,Neighborhood,Latitude,Longitude,Lot Size,Finished Size,Sale Price,Year Built,Bathrooms,Bedrooms
157,Wind Gap,40.458446,-80.07361,8900,1423," $121,961 ",1950,2,4
158,Brighton Heights,40.480556,-80.037841,7400,2000," $121,997 ",1921,3,5
159,Upper Lawrenceville,40.482588,-79.950557,1742,1918," $123,834 ",1900,2,3
160,Central Lawrenceville,40.474345,-79.960679,700,1200," $124,163 ",1898,2,2
161,Brookline,40.389729,-80.021292,3600,1623," $124,457 ",1920,2,3
162,Stanton Heights,40.482775,-79.936411,3600,966," $124,458 ",1930,1,3
163,Highland Park,40.469534,-79.912671,2805,1080," $124,786 ",1925,1,3
164,Central Northside,40.456776,-80.013623,1190,1284," $124,952 ",1880,1,2
165,Brookline,40.388818,-80.009699,4800,1536," $127,925 ",1930,1,3
166,Westwood,40.434719,-80.048139,4680,1150," $128,427 ",1955,1.5,4
167,Central Business District,40.442715,-80.006935,1110,647," $129,011 ",1964,1,1
168,Morningside,40.474361,-79.931091,4004,1643," $129,446 ",1919,1,3
169,Shadyside,40.452554,-79.941938,848,848," $129,878 ",1969,1,1
170,Southside Slopes,40.42468,-79.981669,2000,882," $131,901 ",1900,1.5,2
171,Brighton Heights,40.485021,-80.040599,4488,1740," $131,979 ",1929,1,3
172,East Liberty,40.468206,-79.92329,3100,2597," $132,205 ",1900,3.5,5
173,Banksville,40.408766,-80.036375,6720,955," $132,714 ",1957,1.5,3
174,Stanton Heights,40.483383,-79.939831,3000,1204," $133,414 ",1940,2,3
175,Perry North,40.476236,-80.015245,4919,1776," $134,283 ",1925,1,3
176,Brookline,40.394727,-80.020834,3600,2560," $134,315 ",1930,1,3
177,Brookline,40.401167,-80.01421,6000,2063," $135,550 ",1940,2.5,4
178,Brighton Heights,40.480534,-80.040151,4913,3007," $137,006 ",1901,3,4
179,Brookline,40.393804,-80.017323,3300,2184," $138,313 ",1929,1,4
180,Crafton Heights,40.441605,-80.048845,6095,1244," $138,824 ",1966,2.5,3
