name,latitude,longitude
KFC,38.9216,-121.057
McDonald's,38.9224,-121.056
Burger King,38.9255,-121.0558
Milano Pizza Greek,37.68364,-121.04876
Jack in the Box,39.23565,-121.03949
El Pollo Loco,37.67187,-121.035622
McDonald's,37.670921,-121.031266
KFC,37.6457,-121.0298
Jack in the Box,37.645999,-121.019096
Friar Tuck's Restaurant & Bar,39.2632,-121.0186
Burger King,37.308427,-121.01857
Taco Bell,37.1038,-121.0153
Carl's Jr.,37.1113,-121.0151
In-N-Out Burger,37.10065,-121.01378
Fast Eddie's MOAB,37.66109,-121.01202
Jack in the Box,37.6883,-121.0113
Taco Bell,37.638321,-121.000124
McDonald's,37.6392,-121.0001
Chipotle Mexican Grill,37.64062,-121.00003
Carl's Jr.,37.702859,-120.998383
Garcia Jo Jo's,37.65864,-120.99431
Wienerschnitzel,37.686467,-120.994252
Jack in the Box,37.645009,-120.993578
McDonald's,37.60892,-120.97382
Wendy's,37.6092,-120.9722
Taco Bell,38.657835,-120.969619
Carl's Jr.,38.6573,-120.9689
Pizza Hut,37.73306,-120.96001
McDonald's,37.653717,-120.958873
Chipotle Mexican Grill,37.71108,-120.95813
Jack in the Box,37.655151,-120.957485
Carl's Jr.,37.667445,-120.956954
Taco Bell,37.733035,-120.953386
Taco Del Mar,47.194198,-120.95327
Taco Bell,47.19452,-120.95322
Taco Bell,39.0935,-120.9513
Taco Bell,39.09349328,-120.9512341
KFC,37.60987,-120.939
McDonald's,37.6088,-120.9384
Carl's Jr.,37.595082,-120.938264
Fat Wong Chinese Food To Go,37.6386,-120.9367
Dairy Queen,47.1941,-120.9343
Sno-White Drive In,37.73766,-120.93274
Taco Bell,37.638681,-120.928193
Taco Bell,37.63862,-120.92804
Twin Pines Drive-In,47.184855,-120.890812
Wendy's,37.521508,-120.888854
Panera Bread,37.522292,-120.882681
Chipotle Mexican Grill,37.5206,-120.8809
Carls Jr,37.05679,-120.880872
HomeTown Buffet,37.508109,-120.877225
Del Taco,37.5076,-120.8756
Taco Bell,37.492303,-120.872609
McDonald's,37.507401,-120.872211
Dairy Queen,44.3027,-120.8535
Burger King,37.056881,-120.852533
McDonald's,44.3026,-120.8517
Arctic Circle,44.30268,-120.84983
Jack in the Box,37.475315,-120.84953
Taco Bell,37.517764,-120.84839
McDonald's,37.514971,-120.84836
Carl's Jr. / Green Burrito,37.52007407,-120.8480644
Jack in the Box,37.7681,-120.8444
Jack in the Box,38.713013,-120.841778
In-N-Out Burger,38.72063,-120.832705
Carl's Jr.,37.769958,-120.83123
Carl's Jr.,38.722706,-120.831145
McDonald's,38.705418,-120.826918
Taco Time,44.303,-120.8267
KFC,38.7279,-120.8079
KFC,38.7279,-120.8079
SUBWAY,45.825496,-120.806975
McDonald's,38.7309,-120.7881
Taco Bell,38.730972,-120.786137
Taco Bell,38.344965,-120.770603
Popeyes Louisiana Kitchen,37.387635,-120.737963
McDonald's,37.3889,-120.7377
Jack in the Box,37.387823,-120.736552
Jack in the Box,35.638216,-120.692375
Burger King,35.256992,-120.689922
KFC,35.64,-120.6885
Taco Bell,35.6403,-120.688
Taco Bell,35.615164,-120.686809
McDonald's,35.6428,-120.6865
Wendy's,35.6156,-120.6829
McDonald's,35.61491,-120.681128
McDonald's,35.26292,-120.677409
Dual - Carls / Grn Burrito 1100654,35.29542774,-120.6694441
Good Mood Food,47.592606,-120.66792
Taco Bell,35.287564,-120.664691
Taco Bell,35.287558,-120.664356
Carl's Jr,35.4857,-120.6641
Andreas Keller Restaurant,47.595482,-120.661519
Subway,47.596688,-120.661161
Jack in the Box,35.6462,-120.6578
Burger King,35.474274,-120.654576
Jack in the Box,35.4684,-120.654
El Tepeyac Grille,40.4151,-120.6488
El Tepeyac Grille,40.4151,-120.64879
Matt's Takeout,37.97501,-120.63544
Jack in the Box,40.40882,-120.63506
McDonalds,37.3433,-120.6151
Togo's Eatery,37.34277,-120.61451
SUBWAY,37.3833,-120.6133
Taco Bell,35.121085,-120.612819
Taco Bell,35.134484,-120.605221
Taco Bell,46.594758,-120.604745
Jack in the Box,35.1208,-120.6008
In-N-Out Burger,35.1273,-120.598
McDonald's,46.600036,-120.586846
Subway,47.0084,-120.5862
KFC,46.599095,-120.562283
McDonald's,46.61858,-120.56159
Jack in the Box,46.592693,-120.560632
Jack in the Box,46.99974,-120.54836
Quiznos,46.989147,-120.54832
King Wah,41.49456,-120.54684
Taco Del Mar,46.97672,-120.5424
Domino's Pizza,46.99946,-120.54194
Pizza Hut,46.585122,-120.535948
Campus U-Tote-Em,47.000656,-120.5357
McDonald's,46.6039,-120.53093
Subway,46.603407,-120.530562
Burger Ranch Of Selah,46.653,-120.5303
McDonald's,46.647166,-120.529917
KFC,46.5986,-120.5144
KFC,46.598618,-120.514351
Mcdonald's,46.598972,-120.51342
Jack in the Box,46.614367,-120.511911
McDonald's,46.60244,-120.50662
Taco Bell,46.6043,-120.4959
Burger Ranch,46.57752,-120.49132
Panda Express,46.5737,-120.4888
Pizza Hut,46.60603,-120.4886
Taco Bell,46.571795,-120.488344
Taco Bell,46.5707,-120.4882
Taco Time,46.5714,-120.4879
Pizza Hut,37.32372,-120.48748
Burger King,46.57113,-120.48729
Panera Bread,37.31964,-120.48628
McDonalds,46.56738,-120.48529
McDonald's,37.3209,-120.4846
Taco Bell,35.037452,-120.483624
In-N-Out Burger,37.2984,-120.482
McDonald's,46.603108,-120.481796
El Pollo Loco,37.319351,-120.479041
Pizza Hut,37.3196,-120.4776
Burger King,46.6052,-120.4772
McDonald's,37.31863,-120.473743
Domino's Pizza,37.3177,-120.4725
Country Boys BBQ,47.52373,-120.46977
Togo's Eatery,37.3194,-120.4692
Subway,37.321317,-120.468713
Jack in the Box,34.6469,-120.458
Taco Bell,34.66303,-120.457224
McDonald's,37.288978,-120.454784
Mountain Mike's Pizza,37.2951,-120.4518
Taco Bell,34.92609,-120.436657
Carl's Jr.,34.92111,-120.436295
Taco Bell,34.97245,-120.43618
Jack in the Box,34.918481,-120.435907
McDonald's,34.92961,-120.43537
McDonald's,34.95612,-120.43497
Hot Dog on a Stick,34.952117,-120.433482
El Pollo Loco,34.9224,-120.4325
Taco Bell,34.934063,-120.418775
Jack in the Box,34.953543,-120.41833
McDonalds,34.86468,-120.416225
Carl's Jr.,37.975507,-120.367944
Burger King,36.136523,-120.360664
Arby's,47.4666,-120.3351
EZ's Burger Deluxe,47.4528,-120.3345
Wendy's,47.4527,-120.3341
SONIC Drive In,47.44905,-120.33216
Burger King,37.977772,-120.326176
Taco Bell,47.440375,-120.324854
McDonald's,47.4367,-120.3242
McDonalds,47.436746,-120.324186
Sumo Japanese Steakhouse Sushi,47.43892,-120.32351
McDonald's,47.435873,-120.322573
McDonald's,46.375104,-120.320984
Jack in the Box,47.4297,-120.3191
Dairy Queen,46.375354,-120.315415
Bella Bistro,47.422,-120.3134
Iwa Sushi Grill,47.424847,-120.31183
McDonald's,47.40782,-120.28838
Subway,47.406014,-120.286322
Golden East Restaurant,47.40569,-120.28517
Peking Chinese Restaurant,47.4044,-120.2836
Jack in the Box,47.406,-120.2818
Burger King,47.40552,-120.28001
Carl's Jr.,36.254262,-120.250503
McDonald's,36.254267,-120.250168
Taco Bell,34.612093,-120.189102
Carl's Jr.,34.610572,-120.188952
Cafe 22,41.52619,-120.17141
Domino's Pizza,34.5963,-120.1396
Wendy's,37.019332,-120.13217
Jack in the Box,36.974,-120.0743
McDonald's,36.734877,-120.065026
Burgers Stop,38.91108,-120.00351
McDonald's,38.9124,-120.0033
Izzy's Burger Spa,38.92664,-119.98495
Big Daddy's Burgers,38.946,-119.9638
Jack in the Box,35.988109,-119.95932
Taco Bell,35.9893,-119.9592
Subway,38.95284,-119.94708
Pizza Hut,46.28842,-119.946627
Pizza Hut,46.255,-119.9047
Jimmy John's,39.528222,-119.882093
Jack in the Box,36.8357,-119.8795
Wienerschnitzel,36.808648,-119.871428
KFC,39.534,-119.8675
L L Hawaiian Barbecue,39.53248,-119.866875
Burger King,39.53399,-119.86639
Burger King,36.771681,-119.864043
Del Taco,39.526201,-119.862173
Domino's Pizza,34.41199,-119.85745
Sonic,36.807804,-119.85531
SUBWAY,34.413237,-119.855291
Harrington's Drive In,47.23096,-119.85377
Taco Bell,36.838733,-119.847902
McDonald's,36.837705,-119.847535
Chuck E. Cheese's,36.808033,-119.84687
Jimmy Johns,36.808756,-119.846351
Taco Bell,39.605914,-119.842523
Wendy's,39.604,-119.8369
Burger King,39.60483,-119.83671
Jack in the Box,39.52764,-119.82738
Wendy's,39.529008,-119.827058
KFC,34.44082,-119.82328
McDonald's,39.53069,-119.81422
Domino's Pizza,34.4357,-119.8097
Subway,39.50853,-119.80497
McDonald's,36.8391,-119.8033
Taco John's,39.518497,-119.803171
Speedy Burritos,39.5115,-119.8028
McDonald's,36.837453,-119.802736
Panda Express,39.506,-119.7986
Wendy's,39.494465,-119.797268
Subway,39.50593,-119.79719
Burger King,39.55702,-119.79207
Carls Jr,36.790116,-119.790841
Carl's Jr.,36.765382,-119.790817
Boston Market,39.483012,-119.790795
In-N-Out Burger,34.443144,-119.790749
Panda Express,36.814613,-119.790654
Carl's Jr.,36.845791,-119.790166
McDonald's,36.7587,-119.7901
El Pollo Loco,36.7938,-119.7901
McDonald's,36.74358,-119.78998
Jack in the Box,36.835745,-119.78975
Taco Bell,39.492992,-119.789016
Long John Silver's,39.51374,-119.78888
McDonald's,46.220342,-119.788817
McDonald's,39.514528,-119.788262
Port of Subs,36.809254,-119.788191
Taco Bell,46.220327,-119.787853
Subway,39.466673,-119.786199
Scoopers,39.52071,-119.78585
Taqueria,39.46976,-119.7858
Taco Bell,39.467628,-119.785113
Subway,39.477013,-119.784333
Arby's,39.555802,-119.784158
KFC,39.54584,-119.78359
Quiznos,39.55688,-119.78214
Wendy's,39.55619,-119.782055
Hot Dog On A Stick,39.47426344,-119.7814197
McDonald's,36.3129,-119.7813
KFC,36.3117,-119.7812
Taco Bell,39.574999,-119.780471
Taco Bell,36.851564,-119.775033
McDonald's,38.9578,-119.7746
Pizza Plus,39.54504,-119.77423
McDonald's,36.851734,-119.77295
Burger King,39.1904,-119.7724
Taco Bell,39.12965,-119.77112
Domino's Pizza,38.95736,-119.7711
Wendy's,39.127987,-119.77079
McDonald's,39.13074,-119.76946
Jimmy John's,39.13204,-119.76936
Davy's Burger Ranch,46.2062,-119.7675
Jimmy Johns,39.391469,-119.767484
Taco Bell,39.393373,-119.766426
Wendy's,39.477109,-119.765335
Jack in the Box,39.170384,-119.764318
Domino's Pizza,39.478134,-119.76296
McDonald's,39.18763,-119.75756
McDonalds,39.556076,-119.754722
Domino's Pizza,36.7806,-119.7547
Subway,39.54742,-119.75217
Domino's Pizza,36.736,-119.748
El Pollo Loco,39.1726,-119.7467
Burger King,36.735702,-119.744933
Taco Bell,39.575764,-119.739302
Burger King,38.935742,-119.738858
Carl's Jr.,36.864745,-119.738827
Burger King,39.53613,-119.73723
Wendy's,39.5381,-119.7346
Domino's Pizza,39.54375,-119.73423
Dairy Queen,39.177388,-119.732214
Mcdonald's #25557,36.85177,-119.728928
McDonald's,36.851817,-119.728874
Long John Silver's,36.837518,-119.727888
SUBWAY,48.21454,-119.72726
SUBWAY,36.809842,-119.725666
Taco Bell,34.40173,-119.7218
Taco Bell,39.640785,-119.710746
Ernie's All American Burger,39.55793,-119.70621
McDonald's,39.527755,-119.701355
Mcdonald's,36.76408163,-119.7010056
Chicago Pizza With A Twist,36.73512,-119.70085
Carl's Jr.,36.837388,-119.69615
Hot Dog on a Stick,36.808483,-119.69389
McDonald's,36.62635,-119.68291
El Pollo Loco,36.322639,-119.673317
Arby's,36.328359,-119.65648
Long John Silver's,36.328039,-119.653163
Mcdonald's,36.57634,-119.631484
Jack in the Box,36.5759,-119.6308
Port of Subs,39.237101,-119.58641
Taco Bell,39.261575,-119.582354
McDonald's,36.70546,-119.57706
Taco Bell,36.097674,-119.574204
Taco Bell,36.51788,-119.563527
Burger King,47.307533,-119.561141
McDonald's,36.71191,-119.5574
Jack in the Box,36.70806,-119.55659
Burger King,36.604872,-119.545881
DK's Drive-In,47.329685,-119.54536
Subway,47.301664,-119.540441
Pizza Hut,48.4173,-119.5102
Taco Bell,48.418077,-119.507781
McDonalds,48.417081,-119.507554
Arby's,48.467457,-119.471886
KFC,36.5447,-119.4046
SUBWAY,35.05843,-119.40014
Burger King,36.5602,-119.384
McDonald's,36.545447,-119.376746
McDonald's,36.2133,-119.3486
Jack in the Box,35.6021,-119.3475
Taco Bell,36.208664,-119.342028
McDonald's,36.226287,-119.337347
Jack in the Box,35.354,-119.3328
Del Taco,36.226013,-119.331036
Taco Bell,36.227047,-119.330843
Farmer Boys,36.225782,-119.329297
Taco Bell,36.296587,-119.314095
Taco Bell,36.321519,-119.313493
McDonald's,46.25908,-119.3105
El Rancho Alegre,46.25893,-119.31001
KFC,46.2595,-119.3085
QDOBA Mexican Eats,46.258163,-119.30787
Five Guys,46.2583,-119.3078
Burger King,46.25717,-119.30672
Taco Bell,46.2569,-119.3064
Taco Bell,46.256938,-119.306359
Burger King,34.281441,-119.301079
Taco Bell,36.351456,-119.297394
USA Subs Grill,45.8412,-119.2927
Subway,45.8503,-119.2902
Dairy Queen,45.8487,-119.2898
Subway,45.8348,-119.287
Tumbleweeds Mexican Flair,46.27822,-119.28177
Taco Time,47.1297,-119.2814
The Pizza Pipe Line,46.27485,-119.280754
Rock Top Burgers Brew,47.14124,-119.27919
Subway,36.3418,-119.2789
McDonald's,47.139986,-119.278224
Pizza Hut,47.14242,-119.27682
McDonald's,36.3252,-119.2766
Apollo Greek Restaurant,46.27401,-119.2763
Wendy's,36.3255,-119.2752
Pizza Hut,47.132913,-119.274667
Taco Time,46.28052,-119.27464
Arby's,46.281894,-119.274364
Wendy's,46.279312,-119.27369
Burger King,46.280915,-119.27368
Jack in the Box,47.130991,-119.271559
Del Taco,35.499325,-119.27023
Jack in the Box,46.264209,-119.264801
Taco Bell,35.266665,-119.253207
Subway,35.267234,-119.252777
Burger King,47.102742,-119.249674
Taco Bell,47.10333,-119.24962
Dairy Queen,34.266241,-119.24889
Charley's Grilled Subs,34.266206,-119.24878
Arby's,47.10272,-119.2487
McDonald's,47.10106,-119.24729
McDonald's,46.22811,-119.24318
SONIC Drive In,46.22777,-119.23849
Jack in the Box,46.2299,-119.2257
Pick Up Stix,34.2627,-119.22532
Pizza Hut,46.21224,-119.225041
KFC,46.220483,-119.224768
Taco Bell,46.22035,-119.22468
Jimmy John's,46.20994,-119.22358
Arby's,46.22521,-119.223091
J C Zip's Inc,46.2348,-119.2219
Burger King,46.226696,-119.221072
Wendy's,46.2263,-119.2145
Burger King,34.277721,-119.214022
Old Country Buffet,46.226255,-119.213414
Wendy's,34.261685,-119.212772
Jimmy John's,34.258167,-119.209816
McDonald's,34.17637,-119.20885
McDonald's,46.22623,-119.20809
Adams Enterprises,46.2113,-119.20747
KFC,34.17612,-119.19557
McDonald's,34.1991,-119.1955
Jack in the Box,34.1551,-119.1952
Wienerschnitzel,34.173716,-119.194641
Burger King,34.17644,-119.194606
Jack in the Box,34.211238,-119.193579
Taco Bell,46.178787,-119.187992
Bob's Burgers Brew,46.17792,-119.18705
SONIC Drive In,46.270201,-119.186038
Subway,46.270944,-119.185346
Taco Bell,46.273717,-119.184994
Jack in the Box,46.212416,-119.184741
Pizza Hut,46.273544,-119.1825
Pita Pit,46.269127,-119.1822
Carl's Jr.,34.169969,-119.178133
Dominick's Italian Restaurant,34.207029,-119.177532
Pizza Hut,34.175153,-119.177486
Quiznos,34.228789,-119.175479
Domino's Pizza,34.23443,-119.171471
Arby's,46.2127,-119.16899
McDonald's,34.18063,-119.16498
McDonald's,38.9941,-119.1636
Wendy's,46.2123,-119.1627
Double Dragon,46.2123,-119.1626
Jack in the Box,46.198632,-119.159489
China Cafe Restaurant,46.2112,-119.15941
McDonald's,46.209,-119.1583
Taco Bell,46.209516,-119.157979
Taco Bell,36.2976,-119.1556
Pizza Hut,46.206559,-119.129325
Taco Bell,35.323261,-119.12751
Taco Bell,46.241552,-119.122657
Kfc,46.24102,-119.12095
Domino's Pizza,46.20755,-119.11691
Pizza Hut,46.2418,-119.1165
Zip's Hamburgers And Fish,46.212,-119.1113
Taco Bell,35.398432,-119.109364
Krispy Kreme,35.3838,-119.1067
Dairy Queen,46.241413,-119.106236
Taco Bell,36.20332,-119.10428
Burger King,36.20409,-119.10427
Sbarro,35.3515,-119.1032
Carl's Jr - Green Burrito,35.400578,-119.09213
Wendy's,35.312147,-119.09208
Taco Bell,35.3185,-119.0899
Burger Ranch,46.2325,-119.08033
SONIC Drive In,35.31765,-119.07668
McDonald's,43.5737,-119.074
McDonald's,34.346352,-119.070726
Carl's Jr.,34.2215,-119.0704
Carl's Jr,34.221478,-119.070243
Jack in the Box,34.34651,-119.06996
Carl's Jr.,35.354558,-119.06324
McDonald's,35.35471,-119.06161
Domino's Pizza,34.3609,-119.0604
Chick-fil-A,35.3544,-119.05993
Carl's Jr.,35.3185,-119.0561
SUBWAY,35.29493,-119.05472
Del Taco,35.3397,-119.0498
Tonys Pizza,35.36813,-119.04835
El Pollo Loco,35.3674,-119.0446
Del Taco,35.368172,-119.04409
Jack in the Box,36.080353,-119.042232
Taco Bell,35.297,-119.0393
Jack in the Box,35.368682,-119.03872
SONIC Drive In,35.2674,-119.0385
Jack in the Box,35.339883,-119.035519
SUBWAY,35.318059,-119.027472
Taco Bell,36.066242,-119.027457
Wendys,35.296234,-119.02636
Jack in the Box,35.266543,-119.025897
Sonic Drive-In,35.3171,-119.0255
McDonald's,35.3806,-119.0231
Taco Bell,35.380387,-119.020827
Juicy Burger,36.0791,-119.0188
Taco Bell,35.389522,-119.003386
Los Tacos De Huicho,35.37523,-119.00217
Stellar Brew Natural Cafe,37.6482,-118.97032
KFC,35.3951,-118.9681
Taco Bell,35.2378,-118.96767
Carl's Jr.,37.639652,-118.96635
Squeeze-In Restaurant & Deck,44.4174,-118.9574
Dairy Queen,44.4159,-118.953
Subway,44.415886,-118.952675
Panda Express,35.354153,-118.94938
McDonald's,34.98445,-118.94793
Taco Bell,34.189064,-118.94119
McDonalds,34.18865,-118.94032
SONIC Drive In,35.37719,-118.91516
Jack in the Box,35.2681,-118.915
Grinder Deli Restaurant and Catering,34.27989,-118.88242
Ll Hawaiian Barbecue,34.181656,-118.87598
McDonald's,34.2794,-118.8742
Carl's Jr.,34.796465,-118.852699
McDonald's,34.79404162,-118.8525317
Wendy's,34.17381,-118.83576
Burger King,35.209297,-118.834872
KFC,34.165253,-118.83092
Carl's Jr.,34.154651,-118.827873
Roosters,45.643472,-118.818444
McDonald's,45.656863,-118.810088
Burger King,39.47652856,-118.8028803
Hunan Buffet,39.47672,-118.80273
Cadillac Jack's Saloon Grill,45.66594,-118.80258
Cadillac Jack's Saloon Grill,45.66562,-118.80244
SONIC Drive In,39.47737,-118.80236
KFC,45.6661,-118.8021
Burger King,39.476597,-118.801691
McDonald's,39.47598,-118.80079
Panda Express,34.1548,-118.7956
Quiznos,34.155251,-118.795355
Jack in the Box,34.281258,-118.794251
KFC,39.4746,-118.7938
Panda Express,34.2814,-118.7931
Taco Bell,39.47546,-118.79167
Ameci Pizza & Pasta,34.15483,-118.78855
Jack In The Box,39.47428,-118.78112
Famous Dave's,34.28408,-118.77586
Dairy Queen,45.673018,-118.771323
Quiznos,34.282883,-118.767457
Wendy's,34.272309,-118.767124
Mcdonald's,34.146732,-118.75966
Burger King,34.145209,-118.759357
Baskin-Robbins,34.153826,-118.757244
Domino's Pizza,34.15407,-118.75182
McDonald's,34.2795,-118.7362
Mcdonald's,34.144142,-118.69814
Panda Express,34.189144,-118.64134
Jack in the Box,34.449949,-118.625688
Taco Bell,34.207937,-118.623816
Jack in the Box,34.186457,-118.622409
Del Taco,34.1999,-118.614239
Arby's,34.19788,-118.606399
In-N-Out Burger,34.194981,-118.606286
Panda Express,34.19518,-118.60616
Baja Fresh,34.17478,-118.59738
Del Taco,34.432233,-118.590603
Subway,34.219925,-118.589984
Chipotle Mexican Grill,34.23765,-118.58919
Carl's Jr,34.218957,-118.58903
Taco Bell,34.218731,-118.588313
Wendy's,34.219027,-118.587818
Jack in the Box,34.441942,-118.575317
Carl's Jr / Green Burrito,34.20866583,-118.5718162
Subway,34.201137,-118.571126
KFC - Kentucky Fried Chicken,34.201137,-118.571032
Taco Bell,34.37947,-118.56815
Baskin-Robbins,34.172059,-118.567763
El Pollo Loco,34.38032,-118.56721
Carl's Jr,34.43685,-118.56457
McDonald's,34.4231,-118.56294
Burger King,34.235249,-118.56189
Hot Dog on a Stick,34.417139,-118.558026
Pizza Hut,34.186696,-118.556168
Cinnabon,34.241502,-118.555259
SUBWAY,34.238502,-118.555059
Carl's Jr.,34.186594,-118.55362
Jack in the Box,34.040049,-118.553612
In-N-Out Burger,34.23081,-118.553117
Del Taco,34.37911186,-118.5489446
Carl's Jr.,34.20107,-118.542338
Taco Bell,34.421195,-118.542176
Subway,34.257252,-118.539464
Boston Market,34.427775,-118.537468
Carl's Jr.,34.236958,-118.536083
Baskin-Robbins,34.209395,-118.536053
Wendy's,34.428007,-118.536017
California Chicken Cafe,34.236015,-118.53523
Pizza Hut,34.42097,-118.53254
Del Taco,34.264517,-118.526782
Carl's Jr,34.16469,-118.52474
McDonald's,34.16217,-118.51723
Round Table Pizza,34.207432,-118.508102
Domino's Pizza,34.4453,-118.5076
Peking Wok,34.22128,-118.50352
In-N-Out Burger,34.249947,-118.502025
Jack in the Box,34.272181,-118.501071
McDonalds,34.22824,-118.500662
Panda Express,34.027588,-118.50052
Subway,34.209646,-118.497715
Del Taco,34.209646,-118.497715
Subway,34.016806,-118.496831
Jack in the Box,34.019702,-118.491093
KFC,34.4161,-118.4732
Carl's Jr.,34.034561,-118.472762
Taco Bell,34.2208,-118.4719
Burger King,34.220897,-118.471622
Subway,34.06455,-118.469662
Carl's Jr.,34.243219,-118.467632
KFC,34.23007,-118.46727
Subway,34.187062,-118.466683
Jack in the Box,34.186066,-118.466675
Taco Bell,34.416039,-118.466127
Zankou Chicken,34.173784,-118.465757
Wienerschnitzel,34.415737,-118.465288
El Pollo Loco,34.404728,-118.464536
Subway,34.318394,-118.46449
McDonald's,34.415365,-118.464489
Subway,34.04048,-118.463493
SUBWAY,33.997607,-118.460934
Pizza Hut,33.9976,-118.460757
El Pollo Loco,33.9976,-118.460757
McDonald's,34.198915,-118.449299
Domino's Pizza,34.307507,-118.449196
Carl's Jr.,34.209812,-118.449179
Pollo Campero,34.202919,-118.448925
Boston Market,34.200962,-118.448431
Burger King,34.216946,-118.44812
Panda Express,34.172107,-118.447705
Chick-Fil-A,34.063661,-118.44525
Taco Bell,34.07042,-118.444145
Saladfarm,34.048173,-118.44321
Jack in the Box,34.048937,-118.440262
Chipotle,33.97942,-118.43966
Domino's Pizza,34.277026,-118.43693
McDonald's,34.29743,-118.4367
Pizza Hut,34.00297,-118.43444
Pizza Hut,34.288819,-118.434
McDonalds,34.2577,-118.4329
McDonald's,34.20118,-118.43163
Jack in the Box,33.999569,-118.430756
Baja Buds,34.02748,-118.429292
Hot Dog on a Stick,34.040614,-118.425582
El Pollo Loco,34.157996,-118.4246
McDonald's,34.29511,-118.417126
Carl's Jr.,34.012501,-118.416092
KFC - Kentucky Fried Chicken,34.294302,-118.416051
Burger King,34.18668,-118.41325
Burger King,34.273968,-118.411256
Domino's Pizza,33.748455,-118.407196
InNOut Burger,33.953658,-118.396897
Carls Jr Green Burrito,33.924851,-118.396732
Togo's,33.955923,-118.396443
Pizza Hut,33.955923,-118.396415
Jack in the Box,37.3557,-118.3957
McDonald's,37.365314,-118.39508
Burger King,34.000393,-118.394884
Subway,33.984452,-118.394607
Carl's Jr.,34.1908,-118.38828
Burger King,34.215504,-118.387207
Hong's Garden Restaurant,45.93771,-118.38713
Burger King,33.949015,-118.386295
El Burrito Jr,33.82705,-118.38576
Burger King,34.18086,-118.384269
Yoshinoya,34.180956,-118.384048
Del Taco,46.03297,-118.37978
Burger King,33.873148,-118.379499
McDonald's,33.887088,-118.379032
Jack in the Box,34.053846,-118.378908
SUBWAY,33.924828,-118.378075
McDonald's,34.04281,-118.37671
Burger King,33.776283,-118.376316
Tumby's Pizza,33.960169,-118.375137
Carls Jr Green Burrito,33.872581,-118.374303
Pizza Hut,34.032409,-118.374205
Taco Bell,33.873091,-118.37254
McDonald's,33.8379,-118.3674
Carl's Jr,34.23,-118.3672
Subway,34.228381,-118.366249
SUBWAY,33.901447,-118.366083
Baja Fresh,34.15226,-118.36576
SUBWAY,33.987741,-118.364558
Jack in the Box,34.068021,-118.361672
Del Taco,33.899881,-118.361657
Carl's Jr.,33.961291,-118.361266
Carl's Jr,33.961291,-118.361266
Jack in the Box,33.931258,-118.360522
Subway,33.97524,-118.358317
Baskin-Robbins,34.054064,-118.35517
El Pollo Loco,33.968177,-118.354907
Taco Bell,34.13615,-118.35416
McDonald's,33.8058,-118.3541
McDonalds,33.805832,-118.354095
Taco Bell,33.877237,-118.352923
Rally's Hamburgers,33.915825,-118.35206
Yoshinoya,33.875992,-118.352049
Burger King,33.945176,-118.351951
Round Table Pizza,33.874281,-118.351174
Carl's Jr.,33.80612,-118.35107
Panda Express,33.804998,-118.350671
Taco Bell,33.9167,-118.35053
McDonald's,34.19466,-118.34949
Chipotle Mexican Grill,34.062241,-118.349428
Pizza Hut,46.06502,-118.34718
Pizza Hut,33.84559,-118.34692
Jack in the Box,33.945722,-118.346443
Big Boy,34.15223,-118.34638
McDonald's,46.056214,-118.346068
Dominos Pizza,46.05765,-118.345681
Lulus Cafe,34.07617,-118.34539
Taco Bell,33.944672,-118.344203
Del Taco,34.160966,-118.343859
Burger King,34.098217,-118.343842
Carl's Jr.,33.87309241,-118.3434606
Wok To Go,34.159884,-118.343105
Jack in the Box,34.093838,-118.338928
Chick-Fil-A,34.097824,-118.338345
Panda Express,34.04812,-118.33745
Rally's,34.01143,-118.33654
Taco Bell,33.823052,-118.336258
Subway,34.09799,-118.33572
Taco Bell,34.030808,-118.334855
Jack in the Box,34.007965,-118.334799
Burger King,34.02655,-118.334702
McDonald's,33.975042,-118.330889
Hometown Buffet,34.191696,-118.33035
Church's Chicken,34.00026,-118.33022
Pizza Hut,34.004932,-118.329746
Wendy's,34.190574,-118.327835
El Pollo Loco,33.94547,-118.32742
Pizza Hut,33.901976,-118.327376
El Pollo Loco,33.873614,-118.326518
Domino's Pizza,33.886524,-118.326492
Jack in the Box,33.931029,-118.326406
Del Taco,33.8833,-118.3262
McDonald's,33.930825,-118.325922
Original Tommy's Hamburgers,34.18976,-118.32032
McDonald's,34.188477,-118.319727
Jack in the Box,33.775879,-118.316788
Taco Bell,33.800525,-118.31622
Jack in the Box,34.259953,-118.316073
Pizza Hut,34.259694,-118.314791
Mr GS Coffee Shop,33.789494,-118.31393
McDonald's,33.989111,-118.31236
Panda Express,34.259674,-118.31234
Pizza Hut,33.789648,-118.312189
Panda Express,34.183429,-118.312164
Burger King,46.075014,-118.311063
KFC,33.7785,-118.3102
BLIMPIE,33.789463,-118.31016
Pizza Hut,33.74702,-118.31001
McDonald's,33.7470368,-118.3095161
Jack in the Box,33.974221,-118.309336
Domino's Pizza,33.752535,-118.30902
Subway,34.04129,-118.30891
Taco Bell,33.901622,-118.308882
Jack in the Box,33.908871,-118.3088
Taco Bell,34.0883,-118.3088
Zankou Chicken,34.180871,-118.308757
McDonald's,33.945602,-118.308549
McDonald's,34.041633,-118.308538
Jack in the Box,33.789463,-118.308361
Domino's Pizza,33.831483,-118.307234
Fosters Freeze,34.182066,-118.305205
Taco Bell,34.259305,-118.304633
Rascal's Teriyaki Grill,33.872811,-118.303762
Taco Bell,33.857939,-118.301579
