name,latitude,longitude
Wendy's,30.202975,-92.050477
Burger King,30.156069,-92.047855
McDonald's,46.70695,-92.04756
Burger King,30.1547,-92.0469
Dairy Queen,44.378737,-92.046606
McDonald's,30.2538,-92.0385
Quiznos,30.20777,-92.03783
Subway,42.16822,-92.03768
McDonald's,42.16839,-92.03744
Grub Burger Bar,30.167539,-92.035915
Wendy's,34.201831,-92.033166
Burger King,30.32057,-92.03281
Burger King,30.23335,-92.03228
Wendy's,34.9786,-92.031
Taco Bell,34.980033,-92.030321
Burger King,34.976966,-92.027031
KFC,34.976,-92.0267
KFC,34.97604076,-92.02658479
McDonald's,30.21417,-92.02268
Burger King,30.21457,-92.02214
Taco Bell,30.215214,-92.021087
SONIC Drive In,34.97299,-92.01867
Taco Bell,30.188136,-92.01363
Raising Cane's Chicken Fingers,30.18852,-92.01347
Taco Bell,30.10918,-92.01087
Church's Chicken,30.236141,-92.00826
Burger King,30.273069,-92.008148
Sonic Drive-In,34.2048,-92.0065
Burger King,34.181532,-92.006481
Sonic Drive-In,34.20482,-92.00648
Wendy's,34.217059,-92.003361
Domino's Pizza,29.95333,-91.99912
Taco Bell,30.263006,-91.99376
McDonald's,41.00652,-91.98436
Subway,30.547147,-91.977483
McDonald's,36.987772,-91.973762
Taco John's,41.00689,-91.97236
Wendy's,34.21156,-91.967047
McDonalds,30.545852,-91.964282
KFC,33.13507,-91.96348
McDonald's,30.546158,-91.962933
Taco Bell,33.13505,-91.96268
McDonald's,37.312575,-91.96038
Subway,38.86638,-91.94393
SONIC Drive In,38.86677,-91.94391
Wendy's,38.864979,-91.94387
McDonald's,38.9413,-91.9435
McDonald's,30.1441,-91.9434
Domino's Pizza,30.10508,-91.94199
Taco Bell,38.945725,-91.940243
Arby's,44.90241,-91.9328
McDonalds,44.9003,-91.9325
Jimmy John's,44.89754,-91.93248
Taco Bell,44.89879,-91.93246
Wendy's,44.9017,-91.9321
SUBWAY,44.879476,-91.930043
Subway,44.857262,-91.928755
Burger King,44.876,-91.92373
McDonald's,42.46783,-91.91736
Culver's,44.87939,-91.914096
McDonald's,42.67841,-91.91185
Pizza Pro,32.76543,-91.91178
Subway,30.29302,-91.91097
Subway,30.29302,-91.91097
Subway,45.8163,-91.9082
McDonald's,30.28326,-91.90785
Pizza Hut,42.468562,-91.907337
Subway,32.8029,-91.9026
Burger King,32.78054,-91.90177
Burger King,32.78127,-91.901043
Burger King,42.468862,-91.895944
Sonic Drive-In,32.77992,-91.89477
Taco Bell,32.77866,-91.89223
Taco Bell,34.79813,-91.89108
Taco Bell,39.173068,-91.891052
SONIC Drive In,34.79816,-91.89096
Hardee's,39.1724,-91.8902
McDonald's,32.77873,-91.8896
McDonald's,39.14706,-91.88952
Dairy Queen,39.157575,-91.886431
McDonald's,34.80619,-91.88607
Wendy's,32.777168,-91.885682
SONIC Drive In,39.16989,-91.87478
Wendy's,36.7427,-91.8736
Taco Bell,36.715874,-91.871686
Hardee's,36.73638,-91.86639
Arby's,45.401052,-91.853035
Burger King,29.968869,-91.835925
McDonald's,30.31327,-91.83192
McDonald's,30.14303,-91.82323
Subway,42.9602,-91.8143
Taco Bell,33.622512,-91.802495
Domino's Pizza,33.61937,-91.80232
McDonald's,33.63557,-91.80215
SONIC Drive In,33.63159,-91.80194
Integrated Therapy Specialists: Arnold D Larson,43.2915,-91.7971
Sonic Drive-In,33.2283,-91.797
McDonald's,43.29087,-91.79683
Long John Silver's,37.94592,-91.77909
SONIC Drive In,37.93232,-91.77891
Arby's,37.946241,-91.778376
Imo's Pizza,37.93597,-91.77825
Jimmy John's,37.951818,-91.777441
Dairy Queen Grill Chill,37.95446,-91.77743
Taco Bell,37.9529,-91.7774
Subway,37.938161,-91.777348
Taco Bell,35.246882,-91.774098
Arby's,45.472509,-91.753245
Subway,37.952478,-91.752254
Sonic Drive In,35.26157251,-91.74528099
China Buffet,45.472596,-91.741972
McDonald's,32.1797,-91.72643
Wendy's,35.2502,-91.7172
Culver's,41.95687,-91.716155
Burger King,41.975672,-91.715931
Arby's,41.96451,-91.715588
Wendy's,32.156883,-91.715271
Dairy Queen,41.974595,-91.709394
KFC,35.250626,-91.70718
McDonald's,42.032305,-91.701356
SUBWAY,41.2965,-91.6934
McDonald's,35.250402,-91.692595
Taco Bell,41.29768,-91.69085
McDonald's,44.050998,-91.683289
McDonald's,47.025601,-91.68191
McDonalds,41.891442,-91.674059
Taco John's,44.04692,-91.66883
Pizza Hut,41.945042,-91.666828
Subway,45.3218,-91.659426
McDonald's,42.03578,-91.65579
Taco Bell,35.768275,-91.641302
Long John Silver's,35.76652,-91.64098
Wendy's,35.76527,-91.64064
Long John Silver's,42.0173,-91.63379
McDonald's,37.996497,-91.632136
Arby's,42.02738,-91.63133
Chick-fil-A,42.02723,-91.62959
Wendy's,42.0284,-91.6288
Burger King,42.027445,-91.625206
Subway,42.0249,-91.6235
Jimmy Johns,42.024316,-91.622113
SONIC Drive In,38.00778,-91.62079
Wendy's,42.023492,-91.619726
SONIC Drive In,35.76526,-91.61956
Taco Bell,42.02738,-91.61915
Burger King,38.003166,-91.61875
Wendy's,41.695758,-91.611243
McDonald's,42.031453,-91.610225
Culver's,41.700317,-91.610053
Domino's Pizza,41.68432,-91.60353
Popeye's Chicken & Biscuits,35.8124,-91.6009
McDonald's,44.843003,-91.5954
Domino's Pizza,42.0334,-91.59479
BLIMPIE,41.67965,-91.59078
KFC,42.03302,-91.59062
Burger King,42.033264,-91.586355
Pizza Pro,34.7788,-91.58005
Taco Johns,41.669374,-91.568134
McDonald's,41.676938,-91.566037
Arby's,41.68008,-91.56543
Sonic Drive-In,35.32259,-91.56112
Subway,34.47936,-91.55856
Taco Bell,34.479424,-91.557536
McDonald's,42.0351,-91.553
SONIC Drive In,34.4922,-91.55243
Hardee's,40.964267,-91.541462
KFC,40.97456,-91.53962
Taco Bell,40.97456,-91.53962
McDonald's,41.6501,-91.5395
Steak 'n Shake,40.123734,-91.53923
McDonald's,37.636788,-91.535633
Taco Bell,37.63851,-91.53536
KFC,37.6381,-91.535
SUBWAY,41.660042,-91.533344
Dairy Queen,41.663555,-91.532842
SONIC Drive In,37.6362,-91.5319
Burger King,41.64515,-91.52796
Subway,44.841086,-91.524425
Pizza Hut,44.793612,-91.520618
Taco Bell,44.792727,-91.519312
Subway,44.792969,-91.513081
Jimmy Johns,44.792604,-91.51223
Popeyes Louisiana Kitchen,29.80842,-91.5108
Quiznos,40.95434,-91.50573
Mcdonalds,38.3448,-91.4939
McDonald's,38.3448,-91.4939
Burger King,32.44697,-91.49281
SONIC Drive In,32.44432,-91.49271
Subway,33.88344,-91.48334
McDonald's,46.0124,-91.4833
McDonald's,33.88011,-91.48272
SONIC Drive In,33.87634,-91.48227
Burger King,44.807994,-91.471747
Popeyes Chicken and Biscuits,30.692181,-91.470381
Sonic Drive-In,30.68993,-91.46859
KFC,44.799125,-91.466141
Taco Bell,44.798126,-91.465954
Domino's Pizza,44.7849,-91.4631
Sonic Drive-In,31.5703,-91.4372
Sonic Drive-In,31.56959,-91.43609
SONIC Drive In,31.56959,-91.43609
McDonald's,44.777949,-91.431765
Burger King,44.88349,-91.42729
Subway,41.91559,-91.42244
Subway,44.88398,-91.42181
Culver's,44.87949,-91.41884
Hardee's,41.922059,-91.417242
Jack in the Box,38.079899,-91.410736
McDonald's,30.534428,-91.410276
Jack in the Box,38.0719,-91.406
SONIC Drive In,40.41772,-91.40538
Subway,31.538791,-91.396388
Missouri Hick Barbeque,38.06473,-91.39508
Jimmy John's,44.93802,-91.39493
Wendy's,40.40513,-91.39253
Domino's Pizza,39.7196,-91.3924
Long John Silver's,39.7198,-91.392
McDonald's,39.721645,-91.391994
Taco Bell,39.721717,-91.391992
McDonald's,40.40352,-91.39082
McDonald's,44.91381,-91.38958
KFC,39.7067,-91.3892
KFC,44.91287,-91.38882
Wendy's,39.70415,-91.38847
Subway,40.40032,-91.38791
Domino's Pizza,44.9263,-91.38197
Toppers Pizza,44.92456,-91.38189
Pizza Hut,39.950442,-91.375849
Domino's Pizza,39.9357,-91.3746
Arby's,44.948575,-91.374409
Burger King,40.624002,-91.374393
Sonic Drive-In,31.55152,-91.37123
Hardee's,39.935239,-91.369321
Krispy Krunchy Chicken,30.78528,-91.36718
McDonalds,39.935699,-91.364413
Burger King,39.935583,-91.358298
McDonald's,40.626629,-91.35544
Steak 'n Shake,39.93566,-91.35435
SUBWAY,40.627492,-91.333887
Taco Bell,40.63043,-91.32385
Hardee's,40.630143,-91.32324
SONIC Drive In,33.401151,-91.315059
Chuong Garden,40.63031,-91.31316
Krystal,31.575787,-91.31257
Sonic Drive-In,29.68951,-91.30939
McDonald's,29.68114,-91.27004
Burger King,29.68183693,-91.26922399
SONIC Drive In,35.6059,-91.26616
Hardee's,35.605867,-91.260368
KFC,35.6055,-91.2538
McDonald's,30.387691,-91.25265
Taco Bell,35.608178,-91.252258
Burger King,43.816362,-91.24921
McDonald's,30.449368,-91.244576
McDonald's,43.85742,-91.23993
Taco Bell,43.81423,-91.23955
Taco John's,43.801421,-91.239416
SUBWAY,43.81703,-91.23933
SUBWAY,43.817074,-91.239202
Burger King,30.406769,-91.229842
Taco Bell,30.280805,-91.226776
Pizza Hut,43.7831,-91.2256
Burger King,43.78065,-91.22478
Big Als Too,43.88403,-91.22399
Jimmy John's,43.79644,-91.22038
McDonald's,43.78275,-91.2198
Taco Bell,43.773454,-91.217936
Hardee's,43.79609,-91.21769
Wendy's,43.770003,-91.214574
Domino's Pizza,29.6998,-91.2057
Church's Chicken,29.70004,-91.20551
Mcdonald's,29.704083,-91.202176
KFC,29.70106,-91.2003
Subway,34.903863,-91.198013
McDonald's,34.90503,-91.1979
McDonald's,34.90503,-91.1979
McDonald's,29.6992,-91.1971
KFC,32.40715,-91.18889
Subway,30.447187,-91.188201
Wendy's,29.694376,-91.187312
Subway,39.33503,-91.18105
Subway,39.333764,-91.180644
Sonic Drive-In,30.44345,-91.17915
Jack in the Box,30.520683,-91.179144
McDonald's,30.39889,-91.17899
Jack in the Box,38.211368,-91.170352
Domino's Pizza,30.38938,-91.1689
Church's Chicken,30.5865,-91.1685
Arbys,38.218949,-91.161972
McDonald's,30.391825,-91.161159
Domino's Pizza,30.4781,-91.1606
Domino's Pizza,30.47812,-91.1604
Jimmy John's,30.4245,-91.15764
Taco Bell,38.22303,-91.15696
Steak 'n Shake,38.222977,-91.156395
Steak 'n Shake,38.22314,-91.15639
Church's Chicken,30.451156,-91.155146
Domino's Pizza,30.52114,-91.15354
Popeye's,30.47032857,-91.15302222
Burger King,30.647977,-91.151824
Wendy's,30.505048,-91.151663
McDonald's,30.64728,-91.14885
Church's Chicken,30.64725,-91.14816
KFC,40.8145,-91.1423
Arby's,40.807291,-91.142192
McDonald's,30.4164,-91.1421
McDonald's,40.826866,-91.141524
Wendy's,40.810887,-91.141513
Taco Bell,38.8194,-91.1414
Taco Bell,38.8192,-91.14124
Culver's,40.798973,-91.140877
Burger King,40.8085,-91.14056
McDonald's,38.8231,-91.1389
Jack in the Box,38.82205,-91.138613
Captain D's,30.44529,-91.13715
Church's Chicken,30.506367,-91.135815
McDonald's,30.450524,-91.135771
Wendy's,30.581615,-91.129809
Dairy Queen,41.774997,-91.128666
Hardee's,41.769334,-91.128399
Subway,41.77486,-91.12799
Jack in the Box,30.360046,-91.125465
QDOBA Mexican Eats,30.43127,-91.11294
Subway,30.472713,-91.110659
Taco Bell,30.395903,-91.110117
McDonald's,30.399051,-91.107853
McDonald's,30.45252481,-91.10530296
McDonald's,30.45253,-91.105262
Subway,30.38029,-91.09788
McDonald's,30.3791,-91.09643
Burger King,30.454054,-91.091483
KFC,30.486089,-91.082851
Dairy Queen,41.436334,-91.082186
Taco Bell,30.488174,-91.076181
McDonald's,30.455977,-91.07349
Waffle House,30.415208,-91.068066
Taco Bell,30.38366,-91.06603
Burger King,30.385667,-91.064558
Chick-Fil-A,30.38539,-91.06326
Chick-fil-A,30.38539,-91.06326
Arby's,30.39099,-91.06156
Burger King,30.433078,-91.057839
McDonald's,30.4325,-91.0578
Taco Bell,30.431735,-91.057076
Sonic Drive-In,30.43645,-91.05695
Taco Bell,30.4314,-91.0566
McDonald's,30.448814,-91.054001
McDonald's,33.387974,-91.05241
Dairy Queen Grill & Chill,30.42186595,-91.05187654
Hardee's,33.3751,-91.04145
Wendy's,33.36768,-91.04092
SONIC Drive In,33.38493,-91.04045
Domino's Pizza,33.43506,-91.03994
Domino's Pizza,33.38087,-91.03931
Taco Bell,33.37126,-91.039305
Burger King,30.41684125,-91.03785327
McDonalds,30.46208,-91.03596
McDonald's,33.39952,-91.0349
Long John Silver's,41.45103,-91.03145
Captain D's Seafood Kitchen,33.40003,-91.03094
Captain D's,33.40003,-91.03094
Taco Bell,41.4524,-91.0295
Wendy's,41.45179,-91.02921
Domino's Pizza,30.5138,-91.0292
KFC,33.39936,-91.02796
SONIC Drive In,30.3492,-91.0276
Arby's,41.45399,-91.02683
Checkers,30.5419,-91.0253
McDonald's,30.4089,-91.0156
McDonald's,30.36,-91.0083
Wendy's,30.439892,-91.007709
Subway,30.440685,-91.007519
Taco Bell,30.357624,-91.00678
ChickfilA,30.359046,-91.00649
SONIC Drive In,38.55366,-91.006095
Subway,30.85107,-91.00589
Kentucky Fried Chicken,38.5364,-91.00463
McDonald's,38.536201,-91.003442
McDonald's,38.538,-91.0018
Taco Bell,30.101799,-90.997025
Taco Bell,30.327922,-90.982512
Jimmy John's,38.53666,-90.98217
Domino's Pizza,38.3573,-90.9816
Arby's,38.98593,-90.98019
Burger King,38.98679,-90.97617
McDonald's,38.98747,-90.97114
Arby's,38.431621,-90.971016
SONIC Drive In,38.983474,-90.970677
Taco Bell,38.98683,-90.96775
Jack in the Box,38.98633,-90.96353
SUBWAY,36.241177,-90.959143
Wendy's,36.243464,-90.958178
Sonic Drive-In,30.4682,-90.95707
Popeye's Chicken & Biscuits,30.4567,-90.9564
Burger King,30.45676,-90.95637
McDonald's,30.45677,-90.95636
Mcdonald's,30.528322,-90.956294
Burger King,30.527008,-90.956052
Taco Bell,30.526715,-90.955728
Waffle House,30.45746,-90.95559
SONIC Drive In,36.07298,-90.95545
McDonald's,36.07314,-90.95494
McDonald's,30.48206,-90.95461
McDonald's,30.48206,-90.95461
Taco Bell,36.0759,-90.9542
Arby's,30.45692,-90.953923
Taco Bell,30.48393,-90.95201
Jack in the Box,30.210308,-90.944832
McDonald's,30.2103,-90.942
Taco Bell,30.210569,-90.941479
Jack in the Box,30.246977,-90.921552
McDonald's,30.239388,-90.914676
Whataburger,30.2387,-90.9134
Sonic Drive-In,30.23469,-90.91182
Sonic Drive-In,30.2349,-90.9115
Sonic Drive-In,33.39715,-90.90216
Arby's,46.587965,-90.893363
McDonald's,46.5885,-90.8918
Domino's Pizza,32.3037,-90.89094
Dairy Queen,43.552479,-90.889151
Burger King,46.59247,-90.88282
The Coffee House,30.165765,-90.88191
Wendy's,38.81155,-90.8793
Popeyes Louisiana Kitchen,32.31465,-90.87883
Captain Ds,32.315276,-90.878181
Jimmy John's,38.81891,-90.8779
Penn Station East Coast Subs,38.818959,-90.876427
Panda Express,38.815,-90.8762
Taco Bell,38.811769,-90.871981
Subway,30.4874,-90.87189
Pizza Pro,32.90919,-90.87047
Lion's Choice,38.81072,-90.86715
McDonald's,38.810312,-90.864674
Taco Bell,30.47728,-90.863807
Popeye's Louisiana Kitchen,30.479275,-90.86327
Subway,32.34949,-90.86301
Subway,38.80999,-90.86218
KFC,32.3301,-90.8585
Jack in the Box,38.821684,-90.850965
Mcdonald's,44.29366052,-90.82963943
McDonald's,44.29361,-90.8296
Blimpie,29.79613,-90.82685
SUBWAY,36.628198,-90.826506
Hardee's,39.606653,-90.82158
Quiznos Sub,29.800178,-90.817667
Wingstop Restaurant,29.81164,-90.81551
SONIC Drive In,29.814697,-90.814742
McDonald's,39.606794,-90.812659
McDonald's,29.78119,-90.80801
McDonald's,35.03086,-90.78983
SONIC Drive In,38.76755,-90.78449
Arby's,38.766959,-90.783925
Wendy's,38.7675,-90.7837
BLIMPIE,41.61828,-90.78274
KFC,35.247931,-90.782062
Wendy's,41.6178,-90.7816
Blimpie Subs & Salads,41.6049,-90.7787
Domino's Pizza,29.6511,-90.7642
Taco Bell,38.484707,-90.760092
McDonalds,38.4841,-90.7599
McDonald's,38.484223,-90.759068
Taco Bell,29.63282,-90.75905
Sonic Drive-In,29.63346,-90.75858
Arby's,29.6146,-90.7572
Chick-fil-A,29.631623,-90.756727
Chick-Fil-A,29.61324,-90.75665
Hardee's,38.484203,-90.75459
McDonald's,29.61079,-90.75408
Burger King,29.6105,-90.7519
Hardee's,42.514686,-90.749387
Culver's,42.514785,-90.748694
Taco Bell,29.62149,-90.748436
Taco Bell,29.58875,-90.74346
Popeye's Chicken & Biscuits,29.606,-90.7425
McDonald's,42.50995,-90.74197
Mr Ronnie's Famous Hot Donuts,29.59426,-90.74095
Subway,38.750336,-90.739075
Subway,42.4885,-90.739
Burger King,29.592184,-90.734707
Wendy's,38.80078,-90.73469
Jack in the Box,38.79953,-90.734
McDonald's,41.199464,-90.733615
McDonald's,29.570062,-90.722815
Wendy's,35.806884,-90.721923
Arby's,42.502143,-90.72184
KFC,42.5012,-90.7217
McDonald's,42.505035,-90.721293
Taco Bell,42.506456,-90.72092
Lion's Choice,38.8025,-90.7207
Chipotle Mexican Grill,38.800102,-90.72016
SONIC Drive In,33.74796,-90.71726
Back Yard Burgers,33.75489,-90.71678
Wendy's,33.758873,-90.71636
Krispy Krunchy Chicken,29.96894,-90.71596
McDonald's,33.74364,-90.71593
Burger King,33.74587,-90.71591
Domino's Pizza,33.75016,-90.71587
McDonald's,33.759524,-90.715742
Taco Bell,33.758511,-90.715733
KFC,33.74103,-90.71534
Subway,42.846989,-90.71122
McDonald's,42.83553,-90.70985
AW Restaurants,42.83663,-90.70914
KFC,35.820034,-90.7063
Subway,42.4909,-90.7008
Subway,38.760892,-90.700771
Arby's,38.801361,-90.700736
Subway,38.801431,-90.700605
Dairy Queen,38.7703,-90.7006
Taco Bell,38.80416,-90.70057
McDonald's,38.82207,-90.70011
Burger King,38.761729,-90.700016
Taco Bell,38.762602,-90.699963
Rallys,38.80525,-90.6998
Culver's,38.72271,-90.699453
McDonald's,30.062,-90.6994
White Castle,38.77769,-90.69922
Jimmy John's,38.72449,-90.69746
Wendy's,38.79161,-90.69736
Hardee's,42.49936,-90.69409
Wendy's,29.580819,-90.692676
Taco John's,42.06926,-90.68681
McDonald's,35.821209,-90.685045
Steak Escape,35.8211,-90.6839
Krispy Krunchy Chicken,29.57116,-90.68353
McDonald's,42.0685,-90.67905
Steak 'n Shake,35.80472,-90.67811
Subway (johnson) @ Jonesboro,35.84788195,-90.67672786
McDonald's,42.45912,-90.67422
Shot Tower Inn,42.50754,-90.67285
Wings To Go,35.81659,-90.67015
KFC,42.510937,-90.66993
Captain D's,35.811023,-90.669825
Taco John's,42.51148,-90.66971
Popeye's Chicken & Biscuits,35.83019158,-90.66930682
Jimmy John's,35.8307,-90.66926
Steak Escape,35.821126,-90.666971
Hardee's,42.512515,-90.666233
Hardees,38.7963,-90.666111
Hardee's,42.512974,-90.66564
Hardee's,42.513,-90.6653
McDonald's,42.499766,-90.665046
Taco Bell,42.4894,-90.6648
Taco Bell,42.48954,-90.66459
Lion's Choice,38.504646,-90.663895
Kfc,34.5542,-90.65532
Wendy's,42.5121,-90.6552
Pizza Pro,34.549637,-90.65453
McDonald's,38.76018,-90.65314
KFC,33.457096,-90.65009
Dairy Queen,42.530949,-90.648894
Arby's,35.8617,-90.6487
Dairy Queen,40.914208,-90.648196
Burger King,40.458596,-90.648064
Burger King,40.922304,-90.648003
McDonald's,37.6248,-90.6471
Taco Bell,40.9107,-90.64483
Arby's,40.45991,-90.64454
SUBWAY,35.8639,-90.6437
Taco Bell,38.504591,-90.643431
SONIC Drive In,33.45755,-90.64216
Taco Bell,33.45785,-90.63563
Raising Cane's Chicken Fingers,38.7446,-90.63517
Wendy's,33.45762,-90.63505
Jack in the Box,38.744165,-90.634508
Taco Bell,38.744511,-90.6345
McDonald's,38.73935,-90.634081
Jimmy John's,38.7402,-90.6338
Burger King,38.50724,-90.63117
Burger King,38.506872,-90.631156
Hardee's,33.4579,-90.62937
Culver's,41.560288,-90.625856
Steak 'n Shake,41.56008,-90.624084
Domino's Pizza,38.79353,-90.62339
Arby's,38.7955,-90.6225
Burger King,38.80185,-90.62099
Subway,38.794522,-90.620521
McDonald's,38.801817,-90.620046
Goodcents Deli Fresh Subs,38.66228,-90.61835
White Castle,38.442082,-90.617894
McDonald's,38.66727,-90.61713
Subway,38.73989,-90.61634
McDonald's,41.595394,-90.61426
Domino's Pizza,38.74606,-90.60238
Subway,38.667425,-90.60092
Lion's Choice,38.667844,-90.599416
Taco Bell,41.538262,-90.595408
AW Restaurants,44.552845,-90.59012
A&W All-American Food,44.5528,-90.5901
Subway,34.185109,-90.588962
Taco Bell,38.75157,-90.587704
Jimmy John's,38.792336,-90.586615
McDonalds,38.593041,-90.586397
Domino's Pizza,38.60361,-90.58551
Taco Bell,38.413666,-90.582455
Captain D's Seafood Kitchen,38.41371,-90.58051
Cecil Whittaker's Pizzeria,38.77809,-90.57999
Wendy's,34.18941,-90.5799
Burger King,38.7788,-90.5782
Raising Cane's Chicken Fingers,38.59222,-90.57779
Taco Bell,34.189784,-90.577591
White Castle,38.79591,-90.57669
White Castle,38.79583,-90.576622
McDonald's,38.14201,-90.57624
KFC,41.53834,-90.57589
Burger King,38.79582,-90.57565
McDonalds,41.654297,-90.575452
McDonald's,34.191245,-90.573775
Jack in the Box,38.791139,-90.573135
McDonald's,41.57136,-90.57214
Taco Bell,38.793782,-90.571991
Subway,34.192695,-90.569899
Arby's,41.554398,-90.56953
AW Restaurant,41.557449,-90.568587
Long John Silver's,41.557503,-90.568581
Noodles & Company,38.64121,-90.56784
McDonald's,41.44971,-90.56784
McDonald's,41.4497,-90.5678
Fox's Pizza Den,35.743,-90.5672
McDonald's,38.64361,-90.566835
Firehouse Subs,38.64458,-90.56584
Five Guys,38.6473,-90.5656
Culver's,38.789211,-90.565253
Wendy's,38.789722,-90.56517
Domino's Pizza,34.19678,-90.56477
Pogolinos,38.14429,-90.55333
Checkers,41.53812,-90.55053
Pizza Pro,35.67839,-90.54888
QDOBA Mexican Eats,41.55702,-90.54749
McDonald's,36.0595,-90.5473
Checker's Drive-in Restaurant,41.46735243,-90.54485048
Jimmy John's,41.4682,-90.54033
Taco Bell,38.7827,-90.5328
Hardee's,38.78311,-90.53267
SONIC Drive In,38.762184,-90.5322
SONIC Drive In,38.7623,-90.5317
Dairy Queen,41.574854,-90.531258
Penn Station East Coast Subs,38.78059,-90.5299
Domino's Pizza,38.76237,-90.52917
Captain D's,38.78531,-90.52913
Steak 'n Shake,41.573692,-90.528589
Sonic Drive-In,30.72636,-90.52587
Wendy's,36.0596,-90.5234
Pizza Hut,36.06107,-90.52325
Domino's Pizza,41.55537,-90.51805
SONIC Drive In,38.82217,-90.51746
Moe's Southwest Grill,41.57499,-90.51492
Jimmy John's,38.82156,-90.51447
Mc Donald's,38.7885,-90.514
Jack in the Box,37.88097,-90.51357
McDonald's,38.819409,-90.513243
Lion's Choice,38.81927,-90.51257
Taco Bell,37.874667,-90.512367
McDonald's,37.874658,-90.512366
Taco Bell,38.787706,-90.512078
Steak 'n Shake,38.780148,-90.508095
Taco Bell,41.466329,-90.507118
Arby's,41.467888,-90.506268
Domino's Pizza,41.5486,-90.5057
McDonald's,41.4769,-90.5053
Panda Express,38.59275,-90.50527
Hardee's,36.054027,-90.50516
Hardee's,41.5256,-90.5051
Burger King,44.003424,-90.50506
Dairy Queen,41.548648,-90.504798
Hardee's,36.05383,-90.50463
SONIC Drive In,37.84401,-90.50351
Culvers,44.017299,-90.503438
Taco Bell,44.017362,-90.502796
Dairy Queen,43.9724,-90.5019
McDonald's,41.57455,-90.50172
Kfc,30.07491764,-90.50114642
Arby's,38.78418,-90.50032
Wendy's,30.519089,-90.499338
Wendy's,41.54804,-90.498988
McDonald's,41.525657,-90.498836
Jimmy John's,38.593655,-90.497734
McDonald's,30.50436,-90.49747
Mcdonalds,30.5039,-90.4965
Hardee's,38.535767,-90.496475
Jimmy John's,38.7858,-90.4956
Subway,38.53255802,-90.49323223
Subway,38.7712,-90.49274
Subway,38.7712,-90.49274
Rally's,38.782856,-90.49184
Hardees,41.473776,-90.4902
Lee's Famous Recipe Chicken,38.7751,-90.4896
Captain D's Seafood Kitchen,30.50101,-90.4884
Hardee's,37.838741,-90.487971
Taco Bell,38.682857,-90.486389
KFC,37.83639,-90.48559
Burger King,30.501,-90.48502
Wendy's,41.470917,-90.483732
Adobe Cantina Salsa,30.50101,-90.48098
Culver's,41.472238,-90.478532
Burger King,41.472174,-90.477646
Jimmy John's,42.733861,-90.477172
Subway,42.732829,-90.475375
Burger King,38.5246,-90.4727
Taco Bell,31.578579,-90.467784
Jack in the Box,38.7613,-90.4591
Burger King,31.579563,-90.459029
Burger King,30.48253,-90.45682
Subway,30.48659,-90.45663
Taco Bell,30.439137,-90.456197
Hardee's,41.492752,-90.456137
Burger King,30.438245,-90.45435
Taco Bell,38.715528,-90.452975
McDonald's,30.437705,-90.45244
Hardee's,38.48319,-90.44594
Jimmy John's,38.775723,-90.445749
Qdoba Mexican Grill,38.502729,-90.444984
McDonald's,38.7003,-90.4438
Taco Bell,38.5131,-90.4414
Taco Bell,38.513119,-90.441099
McDonald's,42.7336,-90.4398
Hardee's / Red Burrito,38.513779,-90.43926001
Blimpie,38.51,-90.437426
Steak 'n Shake,37.792712,-90.437161
McDonald's,38.671333,-90.437
Pei Wei,38.671177,-90.433316
Taco Bell,37.7911,-90.432989
Taco Bell,38.755134,-90.430862
Taco Bell,36.78542,-90.42937
Subway,38.69557,-90.42934
Arby's,37.789427,-90.429267
Long John Silvers / A&W,38.75199888,-90.42803263
Culver's,37.78927,-90.42799
Burger King,37.78922,-90.42739
Dairy Queen,40.019154,-90.425983
AW All-American Food,36.77795,-90.42309
Wendys,38.747013,-90.422085
Wendy's,38.74702979,-90.42207558
Checkers Drive-In Rstrnt Inc,37.7862,-90.41998
McDonald's,36.766235,-90.41665
Orange Julius,38.78879,-90.41359
Hardee's,36.75713,-90.4084
Hardee's/red Burrito,38.21353844,-90.40835567
Chick-fil-A,38.5523,-90.4077
Steak 'n Shake,38.556743,-90.40757
Taco Bell,36.7569,-90.4072
Jimmy John's,38.21257,-90.40705
Jason's Deli,38.5619,-90.40701
Domino's Pizza,38.57439,-90.40666
McDonald's,38.577081,-90.406467
Blimpie,38.601307,-90.406216
White Castle,38.213106,-90.404111
McDonald's,38.21159,-90.40392
McDonald's,31.87543,-90.40305
Taco Bell,31.87540358,-90.40251661
Taco Bell,38.2141,-90.40129
Jack in the Box,38.255428,-90.400024
Domino's Pizza,38.28796,-90.39905
Dominos Pizza,38.288553,-90.399032
Wendy's,38.691968,-90.39751117
Hardee's / Red Burrito,38.56732,-90.396
Subway,32.864568,-90.395381
Taco Bell,32.86499,-90.39369
SONIC Drive In,38.212192,-90.392572
Sbarro,40.974056,-90.391104
Taco Bell,38.690958,-90.389834
Sbarro,40.97264,-90.38772
Jack in the Box,38.369167,-90.38598
Dairy Queen,38.41387,-90.38497
Dairy Queen Grill Chill,40.95584,-90.38378
SONIC Drive In,38.41102269,-90.38329387
Subway,38.78246,-90.381437
McDonald's,38.494,-90.3809
Arby's,38.504623,-90.379023
Jimmy John's,38.43936,-90.37797
Subway,38.43706525,-90.37736197
Foxs Pizza Den,43.320949,-90.377124
McDonald's,38.405791,-90.376785
McDonald's,38.445,-90.3759
McDonald's,38.44494,-90.37574
McDonalds,43.320222,-90.37493
