game_id,name,year_published,average_rating,users_rated,playing_time
4958,Ardennes,1994,7.07218,283,180
4959,Crusader,1997,6.50516,126,180
4960,Gazala,1998,6.62237,76,180
4961,Sunda to Sahul,2002,6.01775,291,45
4962,1914,1968,5.66541,220,360
4967,Rome at War II: Fading Legions,2002,6.05449,89,120
4968,Big Foot,1977,5.6286,50,45
4974,"Wellington's Victory: Battle of Waterloo Game – June 18th, 1815",1976,7.06196,255,240
4975,Pick Two!,1993,6.4004,174,30
4977,VOR: The Maelstrom,1999,6.80854,82,90
4978,Warzone (second edition),1998,6.5171,143,240
4979,Blood Berets,1993,5.85556,117,60
4980,Cityscape,2002,6.23385,288,10
4983,Der Herr der Ringe: Die Zwei Türme,2002,5.90899,89,60
4984,Jutland,1967,6.63841,397,120
4985,Warmaster,2000,7.08438,404,120
4991,Apples to Apples Kids,2001,6.12452,368,30
4997,HellRail,1998,5.71714,70,30
5001,Telepaths,1992,5.99366,71,60
5002,Pro Golf,1981,5.46667,126,60
5012,Snit Smashing,1977,5.53364,143,30
5014,Hands Up,2002,5.98868,349,20
5015,Don't Spill the Beans,1957,4.23317,259,10
5018,Fishin' Time,1986,4.30738,61,60
5021,The Struggle of Nations,1982,6.12195,205,360
5023,The Conquerors,1977,6.82676,71,240
5029,Monopoly: Star Wars Episode 1,1999,5.2318,434,120
5034,Empire of the Rising Sun,1995,6.58855,179,240
5035,Panzer Armee Afrika,1973,6.14116,284,180
5038,"Druid: Boudicca's Rebellion, 61 A.D.",1984,6.95976,82,180
5039,"Battle for North Africa: War in the Desert, 1940-42",1996,5.57887,97,180
5041,IDF (Israeli Defense Force),1993,6.93902,123,90
5042,Flashpoint: Golan,1991,7.19531,128,360
5045,Rommel's War,1985,7.22034,59,180
5051,La Grande Armee,1987,5.13333,69,240
5052,"Austerlitz: The Battle of Three Emperors, 2 December 1805",1972,6.23983,59,180
5054,War in the Falklands,1982,5.81607,56,60
5058,Operation Crusader,1978,7.34672,61,300
5060,Caesar in Alexandria,2001,6.87457,116,300
5065,Fubi,2001,6.70278,72,20
5077,Chaos,1970,5.39804,51,20
5082,Rush Hour,1981,6.17821,145,60
5086,Electronic Mall Madness,1989,5.47208,240,60
5107,Pyramid: Home Game,1974,6.07806,98,30
5120,Doubles Wild,2001,6.00807,57,30
5129,The Simpsons: LOSER Takes All!,2001,3.81365,96,30
5130,Afrikan tähti,1951,4.62356,914,45
5135,Malarky,1996,5.62078,348,45
5136,Piraten-Abenteuer,1991,6.29375,64,20
5142,Fighting Sail: Sea Combat in the Age of Canvas and Shot 1775-1815,1981,6.53548,124,240
5143,GolfProfi,2002,6.79301,93,120
5146,CrossCribb,1996,6.38088,68,45
5155,Dorada,1988,6.22673,101,30
5157,King's Court,1986,6.41191,131,20
5162,Chinese Chess,1981,6.09367,79,20
5166,Express Monopoly Card Game,1993,5.05851,94,20
5167,Rubik's Illusion,1989,5.91293,58,30
5171,War Without Mercy,1998,7.045,140,360
5172,Blitzkrieg General,1999,6.31429,91,240
5173,Avalanche: The Invasion of Italy,1994,6.41912,68,240
5177,Drakborgen Legenden,2002,5.88349,212,90
5178,Marrakesh,2002,6.28046,151,20
5181,Operation Cannibal,1996,4.87698,63,180
5182,The African Campaign,1973,6.44239,92,120
5183,Austerlitz,1993,6.53241,108,360
5185,Field Marshal,1976,5.67458,59,120
5186,King Arthur and the Knights of the Round Table,1986,6.14018,112,240
5193,The Fury of the Norsemen,1981,5.83088,68,60
5195,The Farming Game,1979,5.78098,635,120
5198,Stalin's Tanks,1981,6.14909,55,60
5199,The Lords of Underearth,1981,6.05789,57,60
5200,Helltank,1981,6.39677,62,60
5203,Annihilator & One World,1980,4.74286,70,60
5205,G.E.V.,1978,6.93448,771,75
5206,Ogre,1977,6.97158,2251,45
5208,Six Cubes,1989,5.26304,56,30
5217,Eleusis,1956,7.4709,134,20
5220,Star Trek Game,1979,6.09839,62,60
5222,Old Town,2000,6.40667,375,45
5228,Glory,1995,6.52305,154,180
5232,Gnip Gnop,1971,4.75313,144,10
5233,The Great Battles of Alexander,1991,7.05108,201,240
5234,Sniggle!,1978,4.95614,57,20
5235,Samurai Blades,1984,6.61029,136,240
5239,Omaha Beachhead,1987,6.11351,111,300
5241,Sinai,1973,6.09874,182,120
5242,The Game of Y,1960,7.18457,94,20
5243,Montage,1973,7.16562,162,60
5244,Star Wars: Destroy Death Star Game,1977,5.26027,73,30
5248,The Lord of the Rings Tarot Deck and Card Game,1997,4.55895,95,20
5255,Gorkamorka,1997,6.51314,312,120
5258,Star Trek: The Next Generation – Interactive VCR Board Game – A Klingon Challenge,1993,5.57725,389,60
5259,Booby-Trap,1965,5.28145,452,20
5260,Star Wars: Jedi Knights CCG,2001,4.62603,121,20
5264,Kanev,1981,6.43469,98,120
5265,Commando,1979,5.47761,67,120
5271,Stack,1988,5.96985,178,60
5272,Hilarium,2001,5.5096,125,45
5274,Triumphant Fox,1994,7.46078,51,180
5277,Overlord,1973,6.80563,71,180
5278,Bloody Kasserine,1992,6.37792,120,120
5281,Octiles,1984,6.41017,288,60
5284,Star Trek: The Next Generation Game of the Galaxies,1993,3.77843,51,60
5285,Pro Tennis,1983,4.16364,55,30
5294,Fury in the West,1977,6.54519,135,180
5296,Waterloo,1962,5.79752,363,120
5297,World War I,1975,6.65963,327,180
5298,Curses!,2001,5.79191,456,25
5304,Basketball Strategy,1974,5.36393,122,30
5306,Harry's Grand Slam Baseball Game,1962,6.32364,392,20
5308,Sahara,1994,5.61865,96,10
5312,Family Feud,1977,5.40305,293,30
5314,Hangman,1976,4.16825,671,10
5316,"Warhammer Epic 40,000",1997,6.5518,523,180
5321,The Battle of the Little Big Horn,1962,5.82615,65,45
5322,LEGO Soccer,2000,5.70526,57,10
5332,Split (Revised Edition),2001,6.13092,228,45
5333,Invasion: Norway,1995,6.79114,79,360
5335,Horse Soldiers: Forrest at Bay,1988,6.02817,71,120
5336,Talisman (third edition),1994,6.34642,1429,120
5339,Monopoly Junior,1990,4.2496,913,45
5354,Colorama,1996,5.18861,79,20
5357,Von Manstein's Backhand Blow,2002,7.2032,210,120
5367,Chomp!,2000,4.69396,240,20
5369,Hordes of the Things,1991,7.29857,224,45
5377,Dragon Hunt,1997,5.77679,56,10
5380,Lancelot,1985,6.10588,51,45
5382,Oil War,1975,5.59696,148,120
5383,MechWar '77,1975,6.18858,127,360
5393,Wheedle,2002,6.11309,417,30
5394,"Kolin: Frederick's First Defeat – June 18, 1757",1994,7.78138,94,360
5404,Amun-Re,2003,7.36479,7204,90
5406,New England,2003,6.52304,1750,90
5419,Magna Grecia,2003,6.58957,779,90
5420,Assassin: The Final Game,1980,4.69474,76,90
5423,Bible Trivia,1985,5.02121,99,60
5425,MindTrap II,1997,5.18656,334,60
5428,Mad Gab Card Game,2000,4.74805,77,20
5430,Best of TriBond,2001,5.36629,132,60
5437,Raid on Iran,1980,5.92466,73,60
5447,Wealth of Nations,1975,5.5955,189,120
5449,Planet Hollywood: The Game,1997,5.31583,60,20
5452,DAK,1997,7.99805,154,360
5453,Granada: The Fall of Moslem Spain,2003,5.97535,71,120
5455,Tobruk:  Tank Battles in North Africa 1942,1975,6.40617,466,90
5457,Dread Pirate,2003,5.24631,792,60
5463,Mind Maze,1970,5.50196,51,10
5465,Space Fleet,1991,5.39634,123,60
5467,Clue: The Haunted Mansion,2002,6.10714,119,45
5468,Snap: The Interlocking Dragon-Making Game,2002,5.26878,197,20
5472,Monopoly: Millennium,2000,5.19062,260,90
5475,After the Holocaust,1977,5.9489,136,360
5476,A Gleam of Bayonets: The Battle of Antietam,1983,7.14437,126,360
5478,Crazy Circus,2002,6.30671,426,20
5479,"Drive on Washington: The Battle of Monocacy Junction, July 9, 1864",1980,6.87538,52,360
5481,Vive l'Empereur,2003,6.87705,61,120
5482,Devil's Den,1980,6.57682,151,360
5483,"Kursk: History's Greatest Tank Battle, July 1943",1980,6.42714,70,360
5485,Atlantic Wall,1978,6.69881,126,360
5488,TaskForce,1981,6.52349,83,360
5491,Time is Money,2003,6.16014,143,20
5494,Talkin' Tango,2000,6.49296,71,60
5502,Yu-Gi-Oh! DungeonDice Monsters,2002,5.76512,86,30
5503,Time Tripper,1980,6.0733,176,45
5504,Napoleon's Battles,1989,6.55903,227,360
5511,Southern Front,1984,7.44498,200,360
5516,Symbioz,1995,6.8343,86,180
5519,Air Charter,1970,5.71831,71,45
5522,UNO Rummy-Up,1993,5.97093,86,60
5532,Where in the USA is Carmen Sandiego?,1993,5.26603,78,60
5534,Light Speed,2003,6.3634,1151,10
5541,Barbarossa: The Russo-German War 1941-45,1969,6.33372,86,360
5548,VII Legio,1982,7.02246,69,60
5549,Das Wasser des Lebens,1997,7.57844,74,60
5554,Vampire,2003,5.61004,120,30
5559,Sky Galleons of Mars,1988,6.62746,142,120
5573,Outremer,1987,6.85904,83,180
5575,PeaceBowl,2003,6.56835,131,45
5576,Dungeoneer: Tomb of the Lich Lord,2003,6.11719,2288,60
5585,UNO: Harry Potter,2000,5.27737,190,30
5588,Perfection,1973,4.25252,774,6
5589,Full House,1979,5.661,100,60
5590,Hallo Dachs!,1996,6.16349,83,20
5591,Clue Jr.: The Case of the Hidden Toys,1996,4.53576,110,30
5607,Battle of the Bulge,1991,6.00606,198,120
5614,Achtung: Spitfire!,1995,7.25852,176,240
5619,The Fastest Gun,1973,5.65196,51,45
5620,Vietnam 1965-1975,1984,7.37318,553,360
5621,Bleeding Sherwood,1996,5.38904,73,45
5635,Second World War at Sea: Bomb Alley,2002,7.16033,150,360
5637,APBA Pro Football,1958,6.12797,118,120
5640,Bombay Bazar,2001,5.52796,93,45
5641,Nightmare,1991,5.73961,641,60
5646,Stap op,1950,5.46696,112,20
5650,Pass-out,1962,3.7609,100,240
5656,France 1944: The Allied Crusade in Europe,1986,6.14143,140,360
5661,Trivial Pursuit: 1960's Edition,1990,5.14545,55,90
5662,Word Mastermind,1972,4.99333,90,10
5663,WFF 'N PROOF,1962,4.76316,57,45
5668,Mini Mastermind,1972,5.5723,352,10
5677,Arnhem,1976,7.19905,193,90
5680,Lee vs. Grant,1988,7.04907,216,120
5684,18EU,2001,7.56804,293,300
5686,Stargrunt II,1996,7.4489,136,120
5687,Dirtside II,1993,7.09919,124,120
5694,Highly Suspect,2002,6.25973,110,20
5697,Reiner Knizia's Amazing Flea Circus,2003,5.78453,545,10
5698,The Emperor Returns,1986,7.07901,131,240
5700,Air Bridge to Victory,1990,6.24111,135,240
5701,Dark Blades,1986,6.56852,54,120
5702,Second World War at Sea: Eastern Fleet,2001,7.14444,72,120
5704,Capt'n Clever,2003,5.66867,316,30
5707,Cuckoo Zoo,2002,5.62792,120,20
5709,Touché,1979,5.37152,276,30
5711,Squad Seven,2002,6.4429,352,20
5715,Petropolis,1976,5.30238,105,90
5716,Balloon Cup,2003,6.71208,5115,30
5718,Cranium Cariboo,1998,6.11191,319,20
5724,The Great Patriotic War,1988,5.66579,114,180
5725,The Journeys of Paul,1990,5.88346,133,120
5727,Europe at War,1985,6.21404,57,120
5733,Star Wars Lightsaber Dueling,1988,5.86897,87,20
5736,Ace of Aces: Balloon Buster,1985,6.19312,160,20
5737,Domaine,2003,7.03904,3859,60
5740,Strat-O-Matic Pro Football,1968,7.07944,297,120
5749,Simon,1978,4.23378,731,30
5750,Harry Potter and the Sorcerer's Stone Trivia Game,2000,5.01294,197,60
5751,Operation Mercury,1992,7.01235,81,360
5755,Guadalcanal,1966,5.79154,130,360
5757,Bakerstreet,2003,5.56458,249,30
5758,Monopoly: Pokémon,1995,5.36994,356,120
5759,Monopoly: Star Trek Limited Edition,2000,5.14375,64,120
5767,Mammoth Hunters,2003,6.14796,971,90
5768,Matanikau,1993,6.57222,90,360
5769,Edelweiss,1989,7.19649,57,360
5770,Orchard,1986,6.42631,544,10
5772,"Oh, Really!",2003,6.51148,209,20
5775,Electronic Whac-a-Mole,1999,4.62506,83,10
5777,Electronic Detective,1979,6.08011,87,45
5778,Chancellorsville (second edition),1974,5.93678,87,90
5779,D-Day,1991,5.64861,144,60
5781,"Edel, Stein & Reich",2003,6.93177,1413,60
5782,Coloretto,2003,6.97404,13769,30
5784,Polterdice,2003,4.62457,115,60
5786,Star Trek: The Enterprise^4 Encounter,1985,5.8934,53,60
5788,Battle of the Sexes Card Game,2001,3.32053,95,30
5791,Maelstrom,2001,6.59473,268,60
5795,Richelieu,2003,6.65296,935,45
5810,Trivial Pursuit: Warner Bros. All Family Edition,1999,5.34615,52,60
5811,The Best of Dragon Magazine Games,1990,6.17979,195,60
5822,"Brute Force: The War in the West, 1940-1945",2003,6.63594,64,360
5824,The Kids of Catan,2003,5.294,599,20
5825,Paris Paris,2003,6.20667,1101,45
5826,Victory in the West,1993,6.93429,105,360
5827,A Winter War,1992,7.08542,96,360
5829,Balkan Front,1990,7.02293,133,120
5830,Bloody 110,1989,6.98519,54,360
5831,Britain Stands Alone,1994,6.61009,109,360
5833,The Great Battles of Julius Caesar: The Civil Wars 48-45 B.C.,1994,7.16782,252,360
5834,Campaign to Stalingrad,1992,6.82647,68,360
5835,Command Decision,1986,6.35646,79,360
5837,Steam Tunnel,2003,5.64474,152,30
5839,Trivial Pursuit: Walt Disney Family Edition Card Set,1985,5.41524,105,90
5854,Azuma,1992,5.96757,53,30
5856,The Wonderful World of Disney Trivia Game,1997,5.23015,136,45
5858,Clue II  VCR Mystery Game,1987,6.04533,75,60
5860,Descent on Crete,1978,6.0098,51,240
5862,Frigate,1974,5.84545,88,120
5867,10 Days in Europe,2002,6.59367,1615,30
5869,Mordred,1999,6.18378,575,45
5870,Syzygy,1997,6.12037,54,20
5881,Tet Offensive,1991,6.22115,52,120
5882,Europe Aflame,1989,5.44773,88,120
5886,Die Dracheninsel,2003,5.26489,94,60
5890,1863,1991,5.461,50,180
5894,Twister,1966,4.58695,2676,10
5895,Hungry Hungry Hippos,1966,4.07945,1611,10
5897,Lie Detector,1960,5.80632,87,60
5900,Aliens vs. Predator,1997,5.99229,175,45
5903,Cats' Mansion,1984,4.69459,74,20
5923,Hell Hath No Fury,1985,6.64926,68,90
5924,Napoleon and the Archduke Charles: The Battle of Aspern-Essling,1986,6.13727,55,120
5928,Harpoon (1st & 3rd edition),1981,6.3194,250,180
5929,Clash of Empires: August 1914,1986,6.82241,58,120
5939,"Stonewall: The Battle of Kernstown, March 23, 1862",1978,6.5078,141,120
5940,Bug Hunter Sniper!: Sniper! Companion Game #3,1988,6.684,75,90
5941,Mermaid Rain,2003,6.32874,301,45
5942,Mystery Rummy: Al Capone and the Chicago Underworld,2003,6.89587,722,40
5952,Xena: Warrior Princess CCG,1998,5.08101,79,10
5953,Karambolage,1995,6.16469,160,30
5955,Patton Goes to War,1987,6.33529,51,180
5956,South Africa,1977,4.88102,108,120
5957,Tito,1980,5.60528,127,120
5958,"NATO, Nukes & Nazis",1990,7.03281,64,180
5959,Scrimmage,1973,3.80455,66,90
5960,Strike Force One,1975,4.58333,150,15
5965,October War,1977,6.80597,144,120
5966,Sequence Dice,1999,5.42042,142,20
5990,Blood & Iron,1993,6.38404,94,300
5991,Lion of Ethiopia,1990,7.26287,101,120
5992,Operation Grenade,1981,6.32754,138,240
5993,The Tigers Are Burning,1988,6.47792,77,240
5994,Tsushima,1989,5.95738,61,240
5996,"The Battle for Cassino: Assaulting the Gustav Line, 1944",1978,5.21624,125,240
5997,Pleasant Hill: The Red River Campaign,1986,6.54964,84,300
5998,The Italian Campaign: Sicily,1991,5.44551,78,240
5999,The Italian Campaign: Salerno,1992,5.57328,58,240
6000,The Italian Campaign: Anzio,1992,5.40794,63,240
6003,Donau Front,1989,5.81364,55,300
6004,The Indian Mutiny,1988,5.39779,68,300
6005,Korea: The Mobile War,1987,5.83868,53,240
6006,Iron Cross,1990,5.25962,52,240
6007,Fortress Stalingrad,1988,6.50159,63,240
6008,Ruweisat Ridge: The First Battle of El Alamein,1985,6.33475,59,240
6009,Soldiers of the Queen: Battles at Isandhlwana and Omdurman,1984,6.32208,77,240
6010,Phantom Rallye,2003,4.92027,74,30
6017,Blitzkrieg '41,1989,6.52931,58,180
6020,Borodino: Doomed Victory,1990,4.21708,65,240
6021,"Hastings, 1066",1987,6.42416,89,300
6022,13: The Colonies in Revolt,1985,5.75128,78,360
6023,Thunder at Luetzen,1985,5.80545,55,240
6024,"Warsaw Rising: Revolt of the Polish Underground, 1944",1986,5.9902,51,300
6037,Cortes: Conquest of the Aztec Empire,1993,6.35775,102,180
6038,Shogun Triumphant,1993,6.55783,83,180
6039,Antietam: Burnished Rows of Steel,1993,6.665,90,240
6040,Desert Storm: The Mother of All Battles,1991,5.76197,71,180
6041,Budapest '45,1994,6.47889,90,120
6044,Attila,1981,6.08611,54,360
6045,I Am Spartacus!,1992,6.36214,103,180
6046,Gettysburg: Lee's Greatest Gamble,1992,6.494,100,180
6047,Port Arthur: The Russo-Japanese War,1992,5.52805,82,180
6049,Czechoslovakia '38,1993,6.06232,69,180
6050,Duel of Ages Set 1: Worldspanner,2003,6.58954,1649,120
6052,York Town,1981,4.72075,53,240
6053,Little Big Horn,1981,5.94018,56,360
6068,Queen's Necklace,2003,6.45594,2061,45
6085,East & West,1981,6.08986,69,360
6086,Okinawa,1981,6.08684,76,240
6088,Rommel,1981,6.34314,51,360
6090,Pack of Flies,2003,4.97466,290,20
6112,Battle Dome,1994,6.37833,92,10
6117,Nobody but Us Chickens,2003,6.15845,507,20
6118,Discovery,2002,5.89816,163,90
6119,Laser Attack,1978,5.81204,54,20
6122,Star Wars: Escape the Death Star Action Figure Game,1998,4.67544,57,20
6137,Drive,2003,6.48576,453,30
6187,Avalon,2003,5.51223,184,45
6191,Xe Queo!,1998,6.48694,271,20
6197,The Sun of Austerlitz,2003,7.1,79,120
6201,Dante's Inferno,2003,4.7065,274,90
6202,The Rise of the Roman Republic,2003,6.87701,211,240
6203,Enemy at the Gates,1994,7.59457,220,360
6209,Mag·Blast (Second Edition),2002,6.393,657,20
6210,On Assignment with National Geographic,1990,4.96646,79,60
6215,StarSoldier: Tactical Warfare in the 25th Century,1977,6.22068,117,120
6226,Eastern Front Tank Leader,1986,6.78711,194,90
6235,The Perilous Parlor Game,2002,5.50152,164,30
6240,The Crusades,1978,6.21905,147,240
6249,Alhambra,2003,7.04424,21317,60
6250,Chez Grunt,2003,5.81076,233,60
6251,Arnhem: Defiant Stand,2003,7.63456,100,90
6253,Wacht am Rhein,1977,7.42752,109,360
6263,King's Breakfast,2003,6.18462,1421,15
6270,Objective Moscow: The Death of Soviet Communism,1978,6.6189,82,360
6272,Junior Stratego,1997,5.48276,58,30
6281,Eketorp,2003,6.37365,1156,60
6282,Azhanti High Lightning,1980,6.31866,134,60
6283,The Ungame,1973,2.82928,264,60
6284,Shark Attack!,1988,4.72384,151,10
6339,Dying Lights,2003,5.0566,53,45
6342,Switchboard,1966,5.95192,52,45
6351,Gulo Gulo,2003,6.87703,2577,20
6352,Lord of the Rings,2003,6.00245,465,20
6353,Monty's Gamble: Market Garden,2003,7.07207,287,180
6355,Cirondo,1991,5.67101,69,90
6360,"Antietam: The Bloodiest Day, 17 September 1862",1975,6.17857,56,240
6363,Monopoly: World Cup France '98 Edition,1998,4.92344,64,120
6365,The Totally Insane Card Game,1993,5.83636,55,30
6366,Dungeons & Dragons: The Fantasy Adventure Board Game,2003,6.50394,1326,60
6368,King Arthur,2003,5.19738,229,90
6374,Napoleon at the Berezina,2003,6.69492,59,300
6375,Made for Trade,1984,4.91364,55,60
6380,WarCry,2003,6.30906,128,20
6381,Sequence for Kids,2001,5.74654,272,20
6383,Life Style,1989,5.36667,132,60
6387,Mr. Mouth,1976,4.88085,158,10
6388,Star Wars: Return of the Jedi – Battle at Sarlacc's Pit,1983,4.90213,141,30
6399,Ancients I,1992,6.31912,102,90
6402,Forward to Richmond!,1980,6.30185,54,180
6405,Four Battles of the Ancient World,1992,6.02928,111,60
6406,Hannibal: The Second Punic War,1991,5.69244,86,120
6411,Blokus 3D,2003,6.83397,3422,20
6414,Genius Rules,1987,6.12353,51,10
6420,Cranium Cadoo,2001,5.32055,471,45
6431,Air & Armor,1986,7.59355,124,120
6436,Echelons of Fury,1995,4.48431,51,60
6460,The Testimony of Jacob Hollow,2003,5.72088,234,45
6466,Pirates' Gold,1990,5.75,56,20
6472,A Game of Thrones (first edition),2003,7.28944,9330,180
6474,L-Game,1968,5.05579,95,10
6481,Phoenix,2003,6.41664,660,20
6485,Quidditch: The Game,2000,2.62757,70,30
6487,Fantasy Warriors,1990,6.34928,69,120
6495,Iron Tide: Panzers in the Ardennes,2003,7.80149,101,360
6499,Two Player Brick by Brick,1995,5.32459,61,30
6503,Harpoon: Captain's Edition,1990,5.93877,106,90
6504,Ace of Aces: Wingleader,1988,6.5319,163,20
6508,Tom Tube,2003,6.3169,405,30
6509,International Oilman Game,1994,5.94104,67,120
6513,Don't Panic!,1987,5.45402,87,20
6516,Titan Legions,1994,6.56275,102,240
6521,Magdar,2003,5.28603,515,20
6529,Panzer Grenadier: Airborne,2001,6.17368,95,120
6531,Dwarven Dig!,2003,5.53294,295,45
6532,Monopoly: Australian Edition,1996,4.37143,70,180
6534,Maya Madness,2003,5.59595,74,20
6535,Don't Wake Daddy,1992,4.35286,232,20
6539,Formula Dé Mini,2003,6.51547,867,60
6540,Fear God and Dread Nought,2001,7.32759,87,360
6541,Articulate!,1992,6.52206,635,60
6542,Lock 'n Load: Forgotten Heroes – Vietnam,2003,7.46431,339,60
6543,WorldKiller,1980,5.28475,59,60
6544,Battle for Moscow (first edition),1986,6.15472,263,90
6549,Pretty Pretty Princess,1990,4.30127,204,20
6551,Crimson Skies,2003,6.08579,420,10
6552,Cashflow 101,1996,4.99615,392,180
6553,Pussy Cat,2003,5.54545,77,20
6554,Lawless,2003,6.08779,390,45
6555,Diceland: Space,2003,6.56338,164,20
6558,The Secret Door,1991,6.23206,209,20
6559,Glory II: Across the Rappahannock,2002,6.37113,115,360
6566,VisualEyes,2003,5.64261,276,30
6569,Cronberg,2003,6.00792,447,20
6578,Electronic Dream Phone,1991,5.58951,61,20
6581,Korea: The Forgotten War,2003,8.03426,218,360
6582,Let's Do Lunch!,2000,5.28846,52,20
6583,Kung Fu Samurai on Giant Robot Island,2003,5.79708,252,30
6584,Grave Robbers II: Skippy's Revenge,2003,6.17828,298,30
6597,E.T.: The Extra-Terrestrial,1982,3.71719,64,10
6598,Frogger,1981,4.74,55,10
6607,Munchkin Fu,2003,5.92328,1968,90
6608,Lord of the Rings Trivia Game,2003,6.07619,341,90
6610,Spinergy,2000,5.66771,96,60
6611,Battlelines: The Stalingrad Campaign,2003,6.52542,59,60
6613,"Downtown: Air War Over Hanoi, 1965-1972",2004,7.76678,384,240
6615,Napoleon at Austerlitz,1981,6.3,51,300
6617,Rapidough,1994,6.28967,150,30
6627,Scream Machine,2003,6.03325,517,45
6638,Fight in the Skies,1966,6.58772,57,60
6641,Desert Steel,1989,6.98163,98,240
6642,Western Front Tank Leader,1987,6.7838,179,240
6644,Spite & Malice,2003,5.8606,447,30
6646,Excalibur,1989,6.25473,277,120
6647,Ökolopoly,1983,5.26,60,45
6653,Strange Synergy,2003,5.79042,382,45
6657,Such a Thing?,1989,6.1048,539,30
6660,Cubus,1987,5.82216,88,20
6663,Lunar Rails,2003,6.88041,471,240
6668,Bibleopoly,1991,3.77465,71,60
6686,Stun,1986,4.39683,63,10
6688,Ninety-Nine,1967,7.31635,258,60
6698,Shadowrun Duels,2003,5.69441,143,30
6700,Command Decision II,1992,6.84138,58,360
6701,Battlecards: World Conflict – Pacific Theatre – Starter Set,2003,5.70606,66,60
6702,Battlecards: World Conflict – The Russian Front – Starter Set,2003,5.39242,66,60
6705,Batman: Gotham City Mystery,2003,5.60149,67,45
6707,Age of Mythology: The Boardgame,2003,6.15813,2935,180
6708,Eureka!,2002,5.46745,51,20
6710,Luck Plus,1983,5.574,50,20
6711,Hit the Deck,2001,4.41338,207,20
6714,Go Away Monster!,1997,6.5174,560,15
6718,Anathema,2003,5.48058,121,30
6719,Liberty: The American Revolution 1775-83,2003,7.17989,445,180
6725,Battleship: Star Wars Advanced Mission,2002,5.68721,86,20
6731,Donkey Kong,1982,5.24848,92,20
6732,Aces High,1980,6.41351,111,30
6738,Quicksand,2003,6.10673,1014,20
6742,Dungeons & Dragons Chainmail,2001,6.07925,106,60
6748,Scum: The Food Chain Game,1996,5.75541,157,45
6749,Busen Memo,2003,4.84961,237,10
6750,Diceland: Ogre,2003,6.52409,94,10
6752,Attack!,2003,5.86062,1701,180
6764,The Six Million Dollar Man,1975,4.0234,78,45
6766,Top Gun,1986,5.5557,79,60
6767,Attack Vector: Tactical,2004,7.26213,158,240
6770,Yom Kippur,1983,6.91,50,120
6778,The Settlers of Zarahemla,2003,6.95047,473,90
6779,The Ark of the Covenant,2003,6.97442,1387,30
6785,Big Brother: The Game,2000,3.03704,54,45
6787,Deutschlandreise,1962,4.31745,149,45
6795,Battleball,2003,6.29018,1887,45
6798,Concentration,1958,5.14626,174,30
6800,"Win, Lose or Draw",1988,5.21324,204,45
6803,Pacru,2004,6.67157,51,45
6810,Star Wars: The Interactive Video Board Game,1996,5.71447,141,60
6813,Operation Market Garden,1985,6.74744,82,120
6814,8th Army: Operation Crusader,1984,6.81141,99,120
6824,Gold und Rum,2003,5.62601,158,45
6826,The Campaigns of Robert E. Lee,1988,6.80649,77,240
6830,Zendo,2001,7.28175,1738,60
6837,Electronic Battleship Advanced Mission,2000,5.79144,153,20
6840,Teams of Enemies,2000,5.36333,75,45
6841,Transformers Armada:  Battle for Cybertron,2003,6.2012,166,30
6847,South Mountain,1984,6.75431,58,360
6860,"River of Death: Battle of Chickamauga, September 19-20, 1863",1999,7.25439,57,360
6861,Red Badge of Courage,2001,7.35143,105,360
6868,Hear Me Out,2002,4.97326,86,60
6873,Letra-Mix,1977,5.28046,87,20
6891,24 Game,1988,5.75692,78,20
6897,The '45,1995,6.32885,52,240
6898,Toss Across,1969,4.41705,151,20
6902,Tetris,1989,5.63333,66,30
6909,Fief,1981,6.24118,68,360
6914,Beda Fomm,1979,7.03354,82,120
6915,1942,1978,5.38302,53,120
6916,1941,1981,6.56782,101,120
6918,1940,1980,6.36408,103,120
6919,Invasion: Earth,1981,6.05467,75,120
6921,Bloodtree Rebellion,1979,5.70175,57,60
6923,BattleTech: CityTech,1986,6.64871,310,90
6926,Viking Raiders,1987,7.02844,109,240
6927,Hornet Leader,1991,7.36369,270,30
6928,Typhoon!,1995,7.33232,99,360
6929,Ranger,1984,6.86746,126,60
6930,Sweden Fights On,2003,7.74173,186,240
6931,Katamino,1992,6.29831,473,10
6932,Hi Ho! Cherry-O,1960,3.5798,742,10
6937,1829 Northern Board,1981,6.98734,79,360
6938,Global War,1975,5.8763,92,360
6940,The Battle of the Alma,1978,6.30702,57,120
6946,Wolfpack,1974,6.05192,156,120
6953,Lara Croft: Tomb Raider – The Angel of Darkness,2003,5.29026,154,45
6955,Reiner Knizia's Decathlon,2003,6.2096,884,45
6958,Monopoly: Justice League of America,1999,4.87069,58,120
6971,Jeopardy! Simpsons Edition,2003,4.84667,60,45
6976,St-Lô,1986,7.19458,83,360
6977,Mission Command Land,2003,5.43856,187,60
6979,Match of the Penguins,2003,5.86623,231,20
6980,Mission Command Sea,2003,5.91581,260,10
6982,Mission Command Air,2003,5.65935,226,45
6988,Nile,1967,5.86271,59,60
6994,Scrabble Card Game,1997,5.32939,214,20
7033,Kadesh:  Mobile Warfare in the Ancient Middle East,1991,6.44702,84,120
7047,The Mother Lode of Sticky Gulch,2003,6.37361,72,30
7048,Big Top,2003,5.6913,92,60
7051,Kampfpanzer,1973,5.56071,84,120
7058,Nicaragua,1988,6.35548,73,180
7062,Smarty Party!,2003,6.60047,614,60
